Exp,Year,Plot,Treatment,Date,Species,Percent.Cover
E244,2008,185,SoilDrenchFungicide,10/23/2008,Cyperus sp.,2
E244,2008,185,SoilDrenchFungicide,10/23/2008,Erigeron canadensis,1
E244,2008,185,SoilDrenchFungicide,10/23/2008,Lespedeza capitata,2
E244,2008,185,SoilDrenchFungicide,10/23/2008,Lupinus perennis,3
E244,2008,185,SoilDrenchFungicide,10/23/2008,Miscellaneous grasses,5
E244,2008,185,SoilDrenchFungicide,10/23/2008,Miscellaneous forbs,5
E244,2008,185,SoilDrenchFungicide,10/23/2008,Petalostemum villosum,1
E244,2008,185,SoilDrenchFungicide,10/23/2008,Polygonum tenue,2
E244,2008,185,SoilDrenchFungicide,10/23/2008,Taraxicum officinalis,3
E244,2008,186,Insecticide,10/23/2008,Bare ground,42
E244,2008,186,Insecticide,10/23/2008,Bouteloua gracilis,4
E244,2008,186,Insecticide,10/23/2008,Koeleria cristata,20
E244,2008,186,Insecticide,10/23/2008,Panicum virgatum,3
E244,2008,186,Insecticide,10/23/2008,Petalostemum purpureum,25
E244,2008,186,Insecticide,10/23/2008,Schizachyrium scoparium,4
E244,2008,186,Insecticide,10/23/2008,Silene antirrhina,1
E244,2008,186,Insecticide,10/23/2008,Taraxicum officinalis,1
E244,2008,187,FoliarFungicide,10/23/2008,Andropogon gerardi,1
E244,2008,187,FoliarFungicide,10/23/2008,Bare ground,49
E244,2008,187,FoliarFungicide,10/23/2008,Cyperus sp.,1
E244,2008,187,FoliarFungicide,10/23/2008,Koeleria cristata,12
E244,2008,187,FoliarFungicide,10/23/2008,Panicum oligosanthes,1
E244,2008,187,FoliarFungicide,10/23/2008,Panicum virgatum,1
E244,2008,187,FoliarFungicide,10/23/2008,Petalostemum purpureum,22
E244,2008,187,FoliarFungicide,10/23/2008,Schizachyrium scoparium,5
E244,2008,187,FoliarFungicide,10/23/2008,Solidago rigida,8
E244,2008,188,AllPesticides,10/23/2008,Bare ground,34
E244,2008,188,AllPesticides,10/23/2008,Bouteloua gracilis,15
E244,2008,188,AllPesticides,10/23/2008,Cyperus sp.,1
E244,2008,188,AllPesticides,10/23/2008,Koeleria cristata,20
E244,2008,188,AllPesticides,10/23/2008,Panicum virgatum,1
E244,2008,188,AllPesticides,10/23/2008,Petalostemum purpureum,22
E244,2008,188,AllPesticides,10/23/2008,Schizachyrium scoparium,5
E244,2008,188,AllPesticides,10/23/2008,Solidago rigida,2
E244,2008,189,SoilDrenchFungicide,10/23/2008,Bare ground,36
E244,2008,189,SoilDrenchFungicide,10/23/2008,Koeleria cristata,28
E244,2008,189,SoilDrenchFungicide,10/23/2008,Panicum oligosanthes,2
E244,2008,189,SoilDrenchFungicide,10/23/2008,Panicum virgatum,2
E244,2008,189,SoilDrenchFungicide,10/23/2008,Petalostemum purpureum,20
E244,2008,189,SoilDrenchFungicide,10/23/2008,Solidago rigida,12
E244,2008,190,Control,10/23/2008,Bare ground,41
E244,2008,190,Control,10/23/2008,Koeleria cristata,20
E244,2008,190,Control,10/23/2008,Panicum virgatum,2
E244,2008,190,Control,10/23/2008,Petalostemum purpureum,22
E244,2008,190,Control,10/23/2008,Schizachyrium scoparium,15
E244,2008,191,FoliarFungicide,10/23/2008,Amorpha canescens,8
E244,2008,191,FoliarFungicide,10/23/2008,Andropogon gerardi,30
E244,2008,191,FoliarFungicide,10/23/2008,Bare ground,7
E244,2008,191,FoliarFungicide,10/23/2008,Lespedeza capitata,2
E244,2008,191,FoliarFungicide,10/23/2008,Liatris aspera,3
E244,2008,191,FoliarFungicide,10/23/2008,Lupinus perennis,5
E244,2008,191,FoliarFungicide,10/23/2008,Monarda fistulosa,10
E244,2008,191,FoliarFungicide,10/23/2008,Poa pratensis,20
E244,2008,191,FoliarFungicide,10/23/2008,Schizachyrium scoparium,15
E244,2008,192,SoilDrenchFungicide,10/23/2008,Amorpha canescens,8
E244,2008,192,SoilDrenchFungicide,10/23/2008,Andropogon gerardi,20
E244,2008,192,SoilDrenchFungicide,10/23/2008,Bare ground,8
E244,2008,192,SoilDrenchFungicide,10/23/2008,Lupinus perennis,8
E244,2008,192,SoilDrenchFungicide,10/23/2008,Miscellaneous litter,8
E244,2008,192,SoilDrenchFungicide,10/23/2008,Poa pratensis,33
E244,2008,192,SoilDrenchFungicide,10/23/2008,Schizachyrium scoparium,15
E244,2008,193,Control,10/23/2008,Agropyron repens,4
E244,2008,193,Control,10/23/2008,Amorpha canescens,5
E244,2008,193,Control,10/23/2008,Andropogon gerardi,35
E244,2008,193,Control,10/23/2008,Bare ground,9
E244,2008,193,Control,10/23/2008,Lespedeza capitata,1
E244,2008,193,Control,10/23/2008,Lupinus perennis,8
E244,2008,193,Control,10/23/2008,Monarda fistulosa,8
E244,2008,193,Control,10/23/2008,Poa pratensis,15
E244,2008,193,Control,10/23/2008,Schizachyrium scoparium,15
E244,2008,194,AllPesticides,10/23/2008,Agropyron repens,4
E244,2008,194,AllPesticides,10/23/2008,Andropogon gerardi,30
E244,2008,194,AllPesticides,10/23/2008,Asclepias tuberosa,1
E244,2008,194,AllPesticides,10/23/2008,Bare ground,12
E244,2008,194,AllPesticides,10/23/2008,Lupinus perennis,10
E244,2008,194,AllPesticides,10/23/2008,Poa pratensis,35
E244,2008,194,AllPesticides,10/23/2008,Schizachyrium scoparium,8
E244,2008,195,Insecticide,10/23/2008,Achillea millefolium,3
E244,2008,195,Insecticide,10/23/2008,Amorpha canescens,4
E244,2008,195,Insecticide,10/23/2008,Andropogon gerardi,10
E244,2008,195,Insecticide,10/23/2008,Bare ground,6
E244,2008,195,Insecticide,10/23/2008,Liatris aspera,8
E244,2008,195,Insecticide,10/23/2008,Lupinus perennis,25
E244,2008,195,Insecticide,10/23/2008,Petalostemum purpureum,4
E244,2008,195,Insecticide,10/23/2008,Poa pratensis,22
E244,2008,195,Insecticide,10/23/2008,Schizachyrium scoparium,18
E244,2008,196,SoilDrenchFungicide,10/23/2008,Bare ground,59
E244,2008,196,SoilDrenchFungicide,10/23/2008,Bouteloua gracilis,4
E244,2008,196,SoilDrenchFungicide,10/23/2008,Cyperus sp.,3
E244,2008,196,SoilDrenchFungicide,10/23/2008,Erigeron sp.,1
E244,2008,196,SoilDrenchFungicide,10/23/2008,Miscellaneous grasses,30
E244,2008,196,SoilDrenchFungicide,10/23/2008,Miscellaneous sp.,3
E244,2008,197,Insecticide,10/23/2008,Bare ground,70
E244,2008,197,Insecticide,10/23/2008,Cyperus sp.,2
E244,2008,197,Insecticide,10/23/2008,Erigeron sp.,1
E244,2008,197,Insecticide,10/23/2008,Miscellaneous grasses,25
E244,2008,197,Insecticide,10/23/2008,Miscellaneous sp.,2
E244,2008,198,AllPesticides,10/23/2008,Bare ground,62
E244,2008,198,AllPesticides,10/23/2008,Cyperus sp.,3
E244,2008,198,AllPesticides,10/23/2008,Erigeron sp.,1
E244,2008,198,AllPesticides,10/23/2008,Koeleria cristata,1
E244,2008,198,AllPesticides,10/23/2008,Lupinus perennis,1
E244,2008,198,AllPesticides,10/23/2008,Miscellaneous grasses,30
E244,2008,198,AllPesticides,10/23/2008,Miscellaneous sp.,2
E244,2008,199,FoliarFungicide,10/23/2008,Bare ground,66
E244,2008,199,FoliarFungicide,10/23/2008,Cyperus sp.,4
E244,2008,199,FoliarFungicide,10/23/2008,Erigeron sp.,3
E244,2008,199,FoliarFungicide,10/23/2008,Miscellaneous grasses,22
E244,2008,199,FoliarFungicide,10/23/2008,Miscellaneous sp.,1
E244,2008,199,FoliarFungicide,10/23/2008,Schizachyrium scoparium,4
E244,2008,200,Control,10/23/2008,Bare ground,57
E244,2008,200,Control,10/23/2008,Cyperus sp.,5
E244,2008,200,Control,10/23/2008,Koeleria cristata,1
E244,2008,200,Control,10/23/2008,Miscellaneous grasses,35
E244,2008,200,Control,10/23/2008,Miscellaneous sp.,1
E244,2008,200,Control,10/23/2008,Panicum virgatum,1
E244,2008,201,FoliarFungicide,10/23/2008,Bare ground,50
E244,2008,201,FoliarFungicide,10/23/2008,Lupinus perennis,5
E244,2008,201,FoliarFungicide,10/23/2008,Miscellaneous forbs,6
E244,2008,201,FoliarFungicide,10/23/2008,Miscellaneous litter,10
E244,2008,201,FoliarFungicide,10/23/2008,Monarda fistulosa,10
E244,2008,201,FoliarFungicide,10/23/2008,Polygonum tenue,4
E244,2008,201,FoliarFungicide,10/23/2008,Silene antirrhina,2
E244,2008,201,FoliarFungicide,10/23/2008,Solidago rigida,13
E244,2008,202,AllPesticides,10/23/2008,Bare ground,68
E244,2008,202,AllPesticides,10/23/2008,Lupinus perennis,4
E244,2008,202,AllPesticides,10/23/2008,Miscellaneous grasses,5
E244,2008,202,AllPesticides,10/23/2008,Miscellaneous litter,3
E244,2008,202,AllPesticides,10/23/2008,Monarda fistulosa,5
E244,2008,202,AllPesticides,10/23/2008,Polygonum tenue,3
E244,2008,202,AllPesticides,10/23/2008,Solidago rigida,12
E244,2008,203,Control,10/23/2008,Bare ground,68
E244,2008,203,Control,10/23/2008,Cyperus sp.,6
E244,2008,203,Control,10/23/2008,Equisetum sp.,1
E244,2008,203,Control,10/23/2008,Lupinus perennis,5
E244,2008,203,Control,10/23/2008,Miscellaneous grasses,3
E244,2008,203,Control,10/23/2008,Miscellaneous litter,4
E244,2008,203,Control,10/23/2008,Monarda fistulosa,8
E244,2008,203,Control,10/23/2008,Solidago rigida,5
E244,2008,204,SoilDrenchFungicide,10/23/2008,Bare ground,63
E244,2008,204,SoilDrenchFungicide,10/23/2008,Cyperus sp.,2
E244,2008,204,SoilDrenchFungicide,10/23/2008,Miscellaneous grasses,2
E244,2008,204,SoilDrenchFungicide,10/23/2008,Miscellaneous forbs,3
E244,2008,204,SoilDrenchFungicide,10/23/2008,Miscellaneous litter,4
E244,2008,204,SoilDrenchFungicide,10/23/2008,Monarda fistulosa,8
E244,2008,204,SoilDrenchFungicide,10/23/2008,Poa pratensis,2
E244,2008,204,SoilDrenchFungicide,10/23/2008,Polygonum tenue,1
E244,2008,204,SoilDrenchFungicide,10/23/2008,Solidago rigida,15
E244,2008,205,Insecticide,10/23/2008,Andropogon gerardi,8
E244,2008,205,Insecticide,10/23/2008,Bare ground,51
E244,2008,205,Insecticide,10/23/2008,Cyperus sp.,1
E244,2008,205,Insecticide,10/23/2008,Lupinus perennis,5
E244,2008,205,Insecticide,10/23/2008,Miscellaneous grasses,3
E244,2008,205,Insecticide,10/23/2008,Miscellaneous forbs,5
E244,2008,205,Insecticide,10/23/2008,Miscellaneous litter,5
E244,2008,205,Insecticide,10/23/2008,Monarda fistulosa,7
E244,2008,205,Insecticide,10/23/2008,Polygonum tenue,1
E244,2008,205,Insecticide,10/23/2008,Solidago nemoralis,4
E244,2008,205,Insecticide,10/23/2008,Solidago rigida,8
E244,2008,205,Insecticide,10/23/2008,Sorghastrum nutans,2
E244,2009,1,AllPesticides,8/12/2009,Agropyron repens,1
E244,2009,1,AllPesticides,6/23/2009,Agropyron repens,7
E244,2009,1,AllPesticides,8/12/2009,Arabis glabra,10
E244,2009,1,AllPesticides,6/23/2009,Bare ground,12
E244,2009,1,AllPesticides,8/12/2009,Bare ground,50
E244,2009,1,AllPesticides,6/23/2009,Crepis tectorum,27
E244,2009,1,AllPesticides,8/12/2009,Crepis tectorum,1
E244,2009,1,AllPesticides,8/12/2009,Cyperus sp.,7
E244,2009,1,AllPesticides,6/23/2009,Erigeron canadensis,8
E244,2009,1,AllPesticides,8/12/2009,Erigeron sp.,10
E244,2009,1,AllPesticides,6/23/2009,Hedeoma hispida,1
E244,2009,1,AllPesticides,8/12/2009,Koeleria cristata,12
E244,2009,1,AllPesticides,6/23/2009,Koeleria cristata,3
E244,2009,1,AllPesticides,6/23/2009,Lespedeza capitata,17
E244,2009,1,AllPesticides,8/12/2009,Miscellaneous forbs,7
E244,2009,1,AllPesticides,6/23/2009,Miscellaneous litter,7
E244,2009,1,AllPesticides,6/23/2009,Poa pratensis,15
E244,2009,1,AllPesticides,6/23/2009,Taraxicum officinalis,3
E244,2009,1,AllPesticides,8/12/2009,Taraxicum officinalis,2
E244,2009,2,Insecticide,6/23/2009,Achillea millefolium,5
E244,2009,2,Insecticide,6/23/2009,Agropyron repens,6
E244,2009,2,Insecticide,6/23/2009,Bare ground,20
E244,2009,2,Insecticide,6/23/2009,Crepis tectorum,35
E244,2009,2,Insecticide,6/23/2009,Erigeron canadensis,3
E244,2009,2,Insecticide,6/23/2009,Hedeoma hispida,4
E244,2009,2,Insecticide,6/23/2009,Lespedeza capitata,10
E244,2009,2,Insecticide,6/23/2009,Lupinus perennis,2
E244,2009,2,Insecticide,6/23/2009,Miscellaneous litter,8
E244,2009,2,Insecticide,6/23/2009,Poa pratensis,7
E244,2009,3,Control,8/12/2009,Agropyron repens,2
E244,2009,3,Control,6/23/2009,Agropyron repens,6
E244,2009,3,Control,8/12/2009,Arabis glabra,5
E244,2009,3,Control,6/23/2009,Bare ground,5
E244,2009,3,Control,8/12/2009,Bare ground,20
E244,2009,3,Control,6/23/2009,Crepis tectorum,7
E244,2009,3,Control,6/23/2009,Erigeron canadensis,2
E244,2009,3,Control,8/12/2009,Erigeron canadensis,6
E244,2009,3,Control,8/12/2009,Lespedeza capitata,37
E244,2009,3,Control,6/23/2009,Lespedeza capitata,60
E244,2009,3,Control,8/12/2009,Miscellaneous forbs,12
E244,2009,3,Control,8/12/2009,Miscellaneous litter,10
E244,2009,3,Control,6/23/2009,Poa pratensis,5
E244,2009,3,Control,8/12/2009,Poa pratensis,3
E244,2009,3,Control,8/12/2009,Rumex acetosella,3
E244,2009,3,Control,6/23/2009,Rumex acetosella,15
E244,2009,3,Control,8/12/2009,Taraxicum officinalis,2
E244,2009,4,SoilDrenchFungicide,6/23/2009,Achillea millefolium,3
E244,2009,4,SoilDrenchFungicide,8/12/2009,Agropyron repens,2
E244,2009,4,SoilDrenchFungicide,6/23/2009,Agropyron repens,1
E244,2009,4,SoilDrenchFungicide,8/12/2009,Arabis glabra,11
E244,2009,4,SoilDrenchFungicide,6/23/2009,Bare ground,11
E244,2009,4,SoilDrenchFungicide,8/12/2009,Bare ground,20
E244,2009,4,SoilDrenchFungicide,6/23/2009,Crepis tectorum,6
E244,2009,4,SoilDrenchFungicide,8/12/2009,Crepis tectorum,2
E244,2009,4,SoilDrenchFungicide,6/23/2009,Erigeron canadensis,3
E244,2009,4,SoilDrenchFungicide,8/12/2009,Erigeron canadensis,3
E244,2009,4,SoilDrenchFungicide,6/23/2009,Hedeoma hispida,1
E244,2009,4,SoilDrenchFungicide,6/23/2009,Koeleria cristata,15
E244,2009,4,SoilDrenchFungicide,6/23/2009,Lespedeza capitata,30
E244,2009,4,SoilDrenchFungicide,8/12/2009,Lespedeza capitata,40
E244,2009,4,SoilDrenchFungicide,6/23/2009,Lupinus perennis,5
E244,2009,4,SoilDrenchFungicide,6/23/2009,Miscellaneous litter,5
E244,2009,4,SoilDrenchFungicide,8/12/2009,Miscellaneous litter,5
E244,2009,4,SoilDrenchFungicide,6/23/2009,Poa pratensis,7
E244,2009,4,SoilDrenchFungicide,8/12/2009,Poa pratensis,7
E244,2009,4,SoilDrenchFungicide,8/12/2009,Rumex acetosella,10
E244,2009,4,SoilDrenchFungicide,6/23/2009,Rumex acetosella,13
E244,2009,5,FoliarFungicide,8/12/2009,Agropyron repens,3
E244,2009,5,FoliarFungicide,6/23/2009,Agropyron repens,3
E244,2009,5,FoliarFungicide,8/12/2009,Andropogon gerardi,1
E244,2009,5,FoliarFungicide,6/23/2009,Andropogon gerardi,1
E244,2009,5,FoliarFungicide,8/12/2009,Arabis glabra,8
E244,2009,5,FoliarFungicide,6/23/2009,Bare ground,18
E244,2009,5,FoliarFungicide,8/12/2009,Bare ground,10
E244,2009,5,FoliarFungicide,6/23/2009,Bouteloua gracilis,4
E244,2009,5,FoliarFungicide,8/12/2009,Bouteloua gracilis,4
E244,2009,5,FoliarFungicide,6/23/2009,Crepis tectorum,14
E244,2009,5,FoliarFungicide,8/12/2009,Crepis tectorum,14
E244,2009,5,FoliarFungicide,6/23/2009,Erigeron canadensis,3
E244,2009,5,FoliarFungicide,8/12/2009,Erigeron canadensis,3
E244,2009,5,FoliarFungicide,8/12/2009,Koeleria cristata,4
E244,2009,5,FoliarFungicide,6/23/2009,Koeleria cristata,4
E244,2009,5,FoliarFungicide,8/12/2009,Lespedeza capitata,18
E244,2009,5,FoliarFungicide,6/23/2009,Lespedeza capitata,18
E244,2009,5,FoliarFungicide,6/23/2009,Lupinus perennis,3
E244,2009,5,FoliarFungicide,8/12/2009,Lupinus perennis,3
E244,2009,5,FoliarFungicide,6/23/2009,Miscellaneous litter,20
E244,2009,5,FoliarFungicide,8/12/2009,Miscellaneous litter,20
E244,2009,5,FoliarFungicide,6/23/2009,Poa pratensis,2
E244,2009,5,FoliarFungicide,8/12/2009,Poa pratensis,2
E244,2009,5,FoliarFungicide,6/23/2009,Rumex acetosella,1
E244,2009,5,FoliarFungicide,8/12/2009,Rumex acetosella,1
E244,2009,5,FoliarFungicide,6/23/2009,Sorghastrum nutans,3
E244,2009,5,FoliarFungicide,8/12/2009,Sorghastrum nutans,3
E244,2009,5,FoliarFungicide,6/23/2009,Taraxicum officinalis,6
E244,2009,5,FoliarFungicide,8/12/2009,Taraxicum officinalis,6
E244,2009,6,FoliarFungicide,6/23/2009,Amorpha canescens,7
E244,2009,6,FoliarFungicide,8/12/2009,Amorpha canescens,3
E244,2009,6,FoliarFungicide,6/23/2009,Andropogon gerardi,8
E244,2009,6,FoliarFungicide,8/12/2009,Andropogon gerardi,5
E244,2009,6,FoliarFungicide,6/23/2009,Koeleria cristata,1
E244,2009,6,FoliarFungicide,6/23/2009,Lespedeza capitata,3
E244,2009,6,FoliarFungicide,8/12/2009,Lespedeza capitata,3
E244,2009,6,FoliarFungicide,8/12/2009,Liatris aspera,5
E244,2009,6,FoliarFungicide,6/23/2009,Liatris aspera,4
E244,2009,6,FoliarFungicide,8/12/2009,Lupinus perennis,30
E244,2009,6,FoliarFungicide,6/23/2009,Lupinus perennis,45
E244,2009,6,FoliarFungicide,6/23/2009,Petalostemum purpureum,20
E244,2009,6,FoliarFungicide,8/12/2009,Petalostemum purpureum,15
E244,2009,6,FoliarFungicide,6/23/2009,Petalostemum villosum,7
E244,2009,6,FoliarFungicide,8/12/2009,Petalostemum villosum,10
E244,2009,6,FoliarFungicide,8/12/2009,Poa pratensis,4
E244,2009,6,FoliarFungicide,8/12/2009,Schizachyrium scoparium,25
E244,2009,6,FoliarFungicide,6/23/2009,Schizachyrium scoparium,5
E244,2009,7,Insecticide,6/23/2009,Achillea millefolium,2
E244,2009,7,Insecticide,8/12/2009,Achillea millefolium,2
E244,2009,7,Insecticide,6/23/2009,Andropogon gerardi,6
E244,2009,7,Insecticide,8/12/2009,Andropogon gerardi,10
E244,2009,7,Insecticide,8/12/2009,Bare ground,5
E244,2009,7,Insecticide,6/23/2009,Bare ground,3
E244,2009,7,Insecticide,8/12/2009,Bouteloua gracilis,10
E244,2009,7,Insecticide,8/12/2009,Coreopsis palmata,5
E244,2009,7,Insecticide,6/23/2009,Coreopsis palmata,5
E244,2009,7,Insecticide,6/23/2009,Koeleria cristata,4
E244,2009,7,Insecticide,6/23/2009,Lespedeza capitata,2
E244,2009,7,Insecticide,8/12/2009,Liatris aspera,3
E244,2009,7,Insecticide,6/23/2009,Liatris aspera,4
E244,2009,7,Insecticide,6/23/2009,Lupinus perennis,55
E244,2009,7,Insecticide,8/12/2009,Miscellaneous grasses,3
E244,2009,7,Insecticide,8/12/2009,Miscellaneous forbs,4
E244,2009,7,Insecticide,8/12/2009,Miscellaneous sedges,1
E244,2009,7,Insecticide,8/12/2009,Miscellaneous sp.,1
E244,2009,7,Insecticide,6/23/2009,Monarda fistulosa,3
E244,2009,7,Insecticide,8/12/2009,Monarda fistulosa,3
E244,2009,7,Insecticide,6/23/2009,Petalostemum purpureum,5
E244,2009,7,Insecticide,8/12/2009,Petalostemum purpureum,5
E244,2009,7,Insecticide,8/12/2009,Petalostemum villosum,18
E244,2009,7,Insecticide,8/12/2009,Poa pratensis,5
E244,2009,7,Insecticide,8/12/2009,Schizachyrium scoparium,20
E244,2009,7,Insecticide,6/23/2009,Schizachyrium scoparium,6
E244,2009,7,Insecticide,8/12/2009,Solidago nemoralis,5
E244,2009,7,Insecticide,6/23/2009,Solidago rigida,5
E244,2009,8,AllPesticides,6/23/2009,Amorpha canescens,7
E244,2009,8,AllPesticides,8/12/2009,Amorpha canescens,7
E244,2009,8,AllPesticides,6/23/2009,Andropogon gerardi,3
E244,2009,8,AllPesticides,8/12/2009,Andropogon gerardi,3
E244,2009,8,AllPesticides,6/23/2009,Bare ground,2
E244,2009,8,AllPesticides,8/12/2009,Bare ground,2
E244,2009,8,AllPesticides,8/12/2009,Bouteloua gracilis,2
E244,2009,8,AllPesticides,6/23/2009,Bouteloua gracilis,2
E244,2009,8,AllPesticides,8/12/2009,Koeleria cristata,8
E244,2009,8,AllPesticides,6/23/2009,Koeleria cristata,8
E244,2009,8,AllPesticides,8/12/2009,Lespedeza capitata,10
E244,2009,8,AllPesticides,6/23/2009,Lespedeza capitata,10
E244,2009,8,AllPesticides,8/12/2009,Liatris aspera,3
E244,2009,8,AllPesticides,6/23/2009,Liatris aspera,3
E244,2009,8,AllPesticides,6/23/2009,Lupinus perennis,39
E244,2009,8,AllPesticides,8/12/2009,Lupinus perennis,25
E244,2009,8,AllPesticides,8/12/2009,Miscellaneous litter,7
E244,2009,8,AllPesticides,6/23/2009,Miscellaneous litter,3
E244,2009,8,AllPesticides,6/23/2009,Petalostemum purpureum,10
E244,2009,8,AllPesticides,8/12/2009,Petalostemum purpureum,10
E244,2009,8,AllPesticides,6/23/2009,Petalostemum villosum,3
E244,2009,8,AllPesticides,8/12/2009,Petalostemum villosum,3
E244,2009,8,AllPesticides,8/12/2009,Poa pratensis,10
E244,2009,8,AllPesticides,8/12/2009,Schizachyrium scoparium,10
E244,2009,8,AllPesticides,6/23/2009,Schizachyrium scoparium,10
E244,2009,9,Control,8/12/2009,Amorpha canescens,5
E244,2009,9,Control,6/23/2009,Andropogon gerardi,3
E244,2009,9,Control,8/12/2009,Andropogon gerardi,10
E244,2009,9,Control,8/12/2009,Aster azureus,2
E244,2009,9,Control,8/12/2009,Bare ground,20
E244,2009,9,Control,6/23/2009,Bare ground,2
E244,2009,9,Control,8/12/2009,Bouteloua gracilis,7
E244,2009,9,Control,6/23/2009,Bouteloua gracilis,3
E244,2009,9,Control,6/23/2009,Lespedeza capitata,5
E244,2009,9,Control,8/12/2009,Lespedeza capitata,5
E244,2009,9,Control,6/23/2009,Liatris aspera,5
E244,2009,9,Control,8/12/2009,Liatris aspera,5
E244,2009,9,Control,6/23/2009,Lupinus perennis,70
E244,2009,9,Control,8/12/2009,Lupinus perennis,20
E244,2009,9,Control,6/23/2009,Petalostemum purpureum,5
E244,2009,9,Control,8/12/2009,Petalostemum purpureum,5
E244,2009,9,Control,8/12/2009,Petalostemum villosum,3
E244,2009,9,Control,6/23/2009,Petalostemum villosum,3
E244,2009,9,Control,6/23/2009,Schizachyrium scoparium,4
E244,2009,9,Control,8/12/2009,Schizachyrium scoparium,10
E244,2009,9,Control,8/12/2009,Solidago nemoralis,4
E244,2009,9,Control,8/12/2009,Solidago rigida,4
E244,2009,10,SoilDrenchFungicide,8/12/2009,Achillea millefolium,4
E244,2009,10,SoilDrenchFungicide,6/23/2009,Achillea millefolium,2
E244,2009,10,SoilDrenchFungicide,6/23/2009,Andropogon gerardi,3
E244,2009,10,SoilDrenchFungicide,8/12/2009,Andropogon gerardi,5
E244,2009,10,SoilDrenchFungicide,6/23/2009,Bare ground,5
E244,2009,10,SoilDrenchFungicide,8/12/2009,Bare ground,30
E244,2009,10,SoilDrenchFungicide,6/23/2009,Bouteloua gracilis,5
E244,2009,10,SoilDrenchFungicide,8/12/2009,Bouteloua gracilis,7
E244,2009,10,SoilDrenchFungicide,8/12/2009,Lespedeza capitata,7
E244,2009,10,SoilDrenchFungicide,6/23/2009,Lespedeza capitata,7
E244,2009,10,SoilDrenchFungicide,8/12/2009,Lupinus perennis,5
E244,2009,10,SoilDrenchFungicide,6/23/2009,Lupinus perennis,42
E244,2009,10,SoilDrenchFungicide,8/12/2009,Miscellaneous forbs,3
E244,2009,10,SoilDrenchFungicide,6/23/2009,Miscellaneous forbs,3
E244,2009,10,SoilDrenchFungicide,8/12/2009,Miscellaneous litter,3
E244,2009,10,SoilDrenchFungicide,6/23/2009,Miscellaneous litter,3
E244,2009,10,SoilDrenchFungicide,8/12/2009,Monarda fistulosa,5
E244,2009,10,SoilDrenchFungicide,6/23/2009,Monarda fistulosa,5
E244,2009,10,SoilDrenchFungicide,8/12/2009,Petalostemum candidum,2
E244,2009,10,SoilDrenchFungicide,6/23/2009,Petalostemum candidum,2
E244,2009,10,SoilDrenchFungicide,6/23/2009,Petalostemum purpureum,8
E244,2009,10,SoilDrenchFungicide,8/12/2009,Petalostemum purpureum,8
E244,2009,10,SoilDrenchFungicide,6/23/2009,Petalostemum villosum,12
E244,2009,10,SoilDrenchFungicide,8/12/2009,Petalostemum villosum,12
E244,2009,10,SoilDrenchFungicide,6/23/2009,Schizachyrium scoparium,3
E244,2009,10,SoilDrenchFungicide,8/12/2009,Schizachyrium scoparium,3
E244,2009,10,SoilDrenchFungicide,8/12/2009,Solidago nemoralis,6
E244,2009,11,SoilDrenchFungicide,6/23/2009,Achillea millefolium,2
E244,2009,11,SoilDrenchFungicide,6/23/2009,Agropyron repens,1
E244,2009,11,SoilDrenchFungicide,8/12/2009,Arabis glabra,9
E244,2009,11,SoilDrenchFungicide,8/12/2009,Asclepias tuberosa,20
E244,2009,11,SoilDrenchFungicide,6/23/2009,Asclepias tuberosa,20
E244,2009,11,SoilDrenchFungicide,8/12/2009,Bare ground,65
E244,2009,11,SoilDrenchFungicide,6/23/2009,Bare ground,50
E244,2009,11,SoilDrenchFungicide,6/23/2009,Berteroa incana,2
E244,2009,11,SoilDrenchFungicide,6/23/2009,Bouteloua gracilis,5
E244,2009,11,SoilDrenchFungicide,8/12/2009,Bouteloua gracilis,5
E244,2009,11,SoilDrenchFungicide,6/23/2009,Carex sp.,2
E244,2009,11,SoilDrenchFungicide,6/23/2009,Crepis tectorum,3
E244,2009,11,SoilDrenchFungicide,6/23/2009,Erigeron canadensis,4
E244,2009,11,SoilDrenchFungicide,6/23/2009,Hedeoma hispida,3
E244,2009,11,SoilDrenchFungicide,6/23/2009,Koeleria cristata,3
E244,2009,11,SoilDrenchFungicide,8/12/2009,Lespedeza capitata,1
E244,2009,11,SoilDrenchFungicide,6/23/2009,Lespedeza capitata,3
E244,2009,11,SoilDrenchFungicide,6/23/2009,Lupinus perennis,2
E244,2009,12,AllPesticides,8/12/2009,Achillea millefolium,2
E244,2009,12,AllPesticides,6/23/2009,Achillea millefolium,1
E244,2009,12,AllPesticides,6/23/2009,Agropyron repens,3
E244,2009,12,AllPesticides,8/12/2009,Arabis glabra,12
E244,2009,12,AllPesticides,6/23/2009,Bare ground,65
E244,2009,12,AllPesticides,8/12/2009,Bare ground,70
E244,2009,12,AllPesticides,6/23/2009,Berteroa incana,1
E244,2009,12,AllPesticides,6/23/2009,Carex sp.,1
E244,2009,12,AllPesticides,6/23/2009,Crepis tectorum,2
E244,2009,12,AllPesticides,8/12/2009,Erigeron canadensis,1
E244,2009,12,AllPesticides,6/23/2009,Erigeron canadensis,1
E244,2009,12,AllPesticides,6/23/2009,Koeleria cristata,1
E244,2009,12,AllPesticides,6/23/2009,Lupinus perennis,12
E244,2009,12,AllPesticides,8/12/2009,Miscellaneous forbs,2
E244,2009,12,AllPesticides,6/23/2009,Poa pratensis,3
