Year,Date,Experiment,Plot,Treatment,Species,Mass(g),Mass g/m^2)
2009,8/17/09,E244,4,SoilDrenchFungicide,Hedeoma hispida,0.005,0.05
2009,8/17/09,E244,4,SoilDrenchFungicide,Euphorbia glyptosperma,0.004,0.04
2009,8/17/09,E244,4,SoilDrenchFungicide,Eragrostis spectabilis,0.1,1
2009,8/17/09,E244,4,SoilDrenchFungicide,Cyperus sp.,0.02,0.2
2009,8/17/09,E244,4,SoilDrenchFungicide,Crepis tectorum,0.16,1.6
2009,8/17/09,E244,4,SoilDrenchFungicide,Aristida basiramea,0.41,4.1
2009,8/17/09,E244,4,SoilDrenchFungicide,Achillea millefolium(lanulosa),0.07,0.7
2009,8/17/09,E244,5,FoliarFungicide,Panicum oligosanthes,0.18,1.8
2009,8/17/09,E244,5,FoliarFungicide,Taraxicum officinalis,0.03,0.3
2009,8/17/09,E244,5,FoliarFungicide,Rumex acetosella,0.11,1.1
2009,8/17/09,E244,5,FoliarFungicide,Poa pratensis,0.1,1
2009,8/17/09,E244,5,FoliarFungicide,miscellaneous forbs,0.001,0.01
2009,8/17/09,E244,5,FoliarFungicide,Lespedeza capitata,7.22,72.2
2009,8/17/09,E244,5,FoliarFungicide,Cyperus sp.,0.04,0.4
2009,8/17/09,E244,5,FoliarFungicide,Crepis tectorum,0.06,0.6
2009,8/17/09,E244,5,FoliarFungicide,Aristida basiramea,0.77,7.7
2009,8/17/09,E244,5,FoliarFungicide,Polygonum convolvulus,0.04,0.4
2009,8/17/09,E244,6,FoliarFungicide,Bouteloua gracilis,1.51,15.1
2009,8/17/09,E244,6,FoliarFungicide,Schizachyrium scoparium,1.01,10.1
2009,8/17/09,E244,6,FoliarFungicide,Rumex acetosella,0.06,0.6
2009,8/17/09,E244,6,FoliarFungicide,Poa pratensis,1.18,11.8
2009,8/17/09,E244,6,FoliarFungicide,Petalostemum purpureum,3.25,32.5
2009,8/17/09,E244,6,FoliarFungicide,Lespedeza capitata,0.78,7.8
2009,8/17/09,E244,6,FoliarFungicide,Liatris aspera,3.08,30.8
2009,8/17/09,E244,6,FoliarFungicide,Andropogon gerardi,0.05,0.5
2009,8/17/09,E244,6,FoliarFungicide,Agropyron repens,0.06,0.6
2009,8/17/09,E244,6,FoliarFungicide,Lupinus perennis,26.97,269.7
2009,8/17/09,E244,7,Insecticide,Lupinus perennis,11.02,110.2
2009,8/17/09,E244,7,Insecticide,Schizachyrium scoparium,3.5,35
2009,8/17/09,E244,7,Insecticide,Poa pratensis,0.02,0.2
2009,8/17/09,E244,7,Insecticide,Petalostemum villosum,2.19,21.9
2009,8/17/09,E244,7,Insecticide,Monarda fistulosa,0.69,6.9
2009,8/17/09,E244,7,Insecticide,Sorghastrum nutans,0.18,1.8
2009,8/17/09,E244,7,Insecticide,Lespedeza capitata,3.5,35
2009,8/17/09,E244,7,Insecticide,Koeleria cristata,0.41,4.1
2009,8/17/09,E244,7,Insecticide,Coreopsis palmata,0.44,4.4
2009,8/17/09,E244,7,Insecticide,Bouteloua gracilis,1.24,12.4
2009,8/17/09,E244,7,Insecticide,Andropogon gerardi,0.02,0.2
2009,8/17/09,E244,7,Insecticide,Petalostemum purpureum,2.09,20.9
2009,8/17/09,E244,8,AllPesticides,Petalostemum candidum,0.68,6.8
2009,8/17/09,E244,8,AllPesticides,Solidago rigida,2.77,27.7
2009,8/17/09,E244,8,AllPesticides,Taraxicum officinalis,0.03,0.3
2009,8/17/09,E244,8,AllPesticides,Solidago nemoralis,2.91,29.1
2009,8/17/09,E244,8,AllPesticides,Schizachyrium scoparium,0.22,2.2
2009,8/17/09,E244,8,AllPesticides,Poa pratensis,0.67,6.7
2009,8/17/09,E244,8,AllPesticides,Panicum virgatum,0.19,1.9
2009,8/17/09,E244,8,AllPesticides,Lupinus perennis,18.96,189.6
2009,8/17/09,E244,8,AllPesticides,Liatris aspera,0.17,1.7
2009,8/17/09,E244,8,AllPesticides,Lespedeza capitata,1.93,19.3
2009,8/17/09,E244,8,AllPesticides,Bouteloua gracilis,0.58,5.8
2009,8/17/09,E244,8,AllPesticides,Koeleria cristata,0.67,6.7
2009,8/17/09,E244,9,Control,Lespedeza capitata,3.02,30.2
2009,8/17/09,E244,9,Control,Schizachyrium scoparium,0.86,8.6
2009,8/17/09,E244,9,Control,Poa pratensis,0.57,5.7
2009,8/17/09,E244,9,Control,Solidago rigida,0.01,0.1
2009,8/17/09,E244,9,Control,Petalostemum villosum,2.38,23.8
2009,8/17/09,E244,9,Control,Bouteloua gracilis,1.13,11.3
2009,8/17/09,E244,9,Control,Amorpha canescens,0.01,0.1
2009,8/17/09,E244,9,Control,Liatris aspera,4.17,41.7
2009,8/17/09,E244,9,Control,Petalostemum purpureum,1.25,12.5
2009,8/17/09,E244,11,SoilDrenchFungicide,Rumex acetosella,0.2,2
2009,8/17/09,E244,11,SoilDrenchFungicide,Schizachyrium scoparium,0.11,1.1
2009,8/17/09,E244,11,SoilDrenchFungicide,Poa pratensis,0.08,0.8
2009,8/17/09,E244,11,SoilDrenchFungicide,Miscellaneous litter,0.16,1.6
2009,8/17/09,E244,11,SoilDrenchFungicide,Lupinus perennis,0.48,4.8
2009,8/17/09,E244,11,SoilDrenchFungicide,Lespedeza capitata,0.08,0.8
2009,8/17/09,E244,11,SoilDrenchFungicide,Lepidium densiflorum,0.01,0.1
2009,8/17/09,E244,11,SoilDrenchFungicide,Erigeron canadensis,0.11,1.1
2009,8/17/09,E244,11,SoilDrenchFungicide,Digitaria sp.,0.11,1.1
2009,8/17/09,E244,11,SoilDrenchFungicide,Cyperus sp.,0.03,0.3
2009,8/17/09,E244,11,SoilDrenchFungicide,Berteroa incana,0.04,0.4
2009,8/17/09,E244,11,SoilDrenchFungicide,Aristida basiramea,3.51,35.1
2009,8/17/09,E244,11,SoilDrenchFungicide,Achillea millefolium(lanulosa),0.24,2.4
2009,8/17/09,E244,11,SoilDrenchFungicide,Hedeoma hispida,0.01,0.1
2009,8/17/09,E244,11,SoilDrenchFungicide,Taraxicum officinalis,0.56,5.6
2009,8/17/09,E244,12,AllPesticides,Cyperus sp.,0.09,0.9
2009,8/17/09,E244,12,AllPesticides,Taraxicum officinalis,0.1,1
2009,8/17/09,E244,12,AllPesticides,Rumex acetosella,0.98,9.8
2009,8/17/09,E244,12,AllPesticides,Miscellaneous litter,0.8,8
2009,8/17/09,E244,12,AllPesticides,Lupinus perennis,0.01,0.1
2009,8/17/09,E244,12,AllPesticides,Lepidium densiflorum,0.01,0.1
2009,8/17/09,E244,12,AllPesticides,Hedeoma hispida,0.06,0.6
2009,8/17/09,E244,12,AllPesticides,Digitaria sp.,0.004,0.04
2009,8/17/09,E244,12,AllPesticides,Aristida basiramea,2.59,25.9
2009,8/17/09,E244,12,AllPesticides,Agropyron repens,0.09,0.9
2009,8/17/09,E244,12,AllPesticides,Achillea millefolium(lanulosa),0.54,5.4
2009,8/17/09,E244,12,AllPesticides,Erigeron canadensis,0.2,2
2009,8/17/09,E244,13,FoliarFungicide,Aristida basiramea,3.35,33.5
2009,8/17/09,E244,13,FoliarFungicide,Taraxicum officinalis,0.02,0.2
2009,8/17/09,E244,13,FoliarFungicide,Trifolium repens,0.02,0.2
2009,8/17/09,E244,13,FoliarFungicide,Rumex acetosella,0.53,5.3
2009,8/17/09,E244,13,FoliarFungicide,Cyperus sp.,0.29,2.9
2009,8/17/09,E244,13,FoliarFungicide,Achillea millefolium(lanulosa),0.16,1.6
2009,8/17/09,E244,13,FoliarFungicide,Hedeoma hispida,0.07,0.7
2009,8/17/09,E244,13,FoliarFungicide,Miscellaneous litter,0.09,0.9
2009,8/17/09,E244,14,Insecticide,Poa pratensis,0.05,0.5
2009,8/17/09,E244,14,Insecticide,Trifolium repens,0.26,2.6
2009,8/17/09,E244,14,Insecticide,Rumex acetosella,0.25,2.5
2009,8/17/09,E244,14,Insecticide,Mosses & lichens,0.47,4.7
2009,8/17/09,E244,14,Insecticide,Miscellaneous litter,0.12,1.2
2009,8/17/09,E244,14,Insecticide,Lupinus perennis,0.83,8.3
2009,8/17/09,E244,14,Insecticide,Koeleria cristata,0.007,0.07
2009,8/17/09,E244,14,Insecticide,Erigeron canadensis,0.17,1.7
2009,8/17/09,E244,14,Insecticide,Digitaria sp.,0.004,0.04
2009,8/17/09,E244,14,Insecticide,Cyperus sp.,0.03,0.3
2009,8/17/09,E244,14,Insecticide,Bouteloua gracilis,0.6,6
2009,8/17/09,E244,14,Insecticide,Aristida basiramea,2.27,22.7
2009,8/17/09,E244,14,Insecticide,Achillea millefolium(lanulosa),0.4,4
2009,8/17/09,E244,14,Insecticide,Hedeoma hispida,0.01,0.1
2009,8/17/09,E244,14,Insecticide,Taraxicum officinalis,0.02,0.2
2009,8/17/09,E244,15,Control,Aristida basiramea,0.67,6.7
2009,8/17/09,E244,15,Control,Rumex acetosella,0.2,2
2009,8/17/09,E244,15,Control,Polygala polygama,0.04,0.4
2009,8/17/09,E244,15,Control,Poa pratensis,0.07,0.7
2009,8/17/09,E244,15,Control,Mollugo verticillata,0.001,0.01
2009,8/17/09,E244,15,Control,Miscellaneous litter,0.42,4.2
2009,8/17/09,E244,15,Control,Euphorbia glyptosperma,0.01,0.1
2009,8/17/09,E244,15,Control,Erigeron canadensis,0.46,4.6
2009,8/17/09,E244,15,Control,Cyperus sp.,0.04,0.4
2009,8/17/09,E244,15,Control,Bouteloua gracilis,0.02,0.2
2009,8/17/09,E244,15,Control,Agropyron repens,0.06,0.6
2009,8/17/09,E244,15,Control,Schizachyrium scoparium,0.16,1.6
2009,8/17/09,E244,15,Control,Crepis tectorum,0.003,0.03
2009,8/17/09,E244,15,Control,Achillea millefolium(lanulosa),0.87,8.7
2009,8/17/09,E244,16,FoliarFungicide,Miscellaneous litter,0.31,3.1
2009,8/17/09,E244,16,FoliarFungicide,Schizachyrium scoparium,0.93,9.3
2009,8/17/09,E244,16,FoliarFungicide,Poa pratensis,0.96,9.6
2009,8/17/09,E244,16,FoliarFungicide,Petalostemum purpureum,3.07,30.7
2009,8/17/09,E244,16,FoliarFungicide,Panicum virgatum,0.42,4.2
2009,8/17/09,E244,16,FoliarFungicide,Lupinus perennis,3.28,32.8
2009,8/17/09,E244,16,FoliarFungicide,Lespedeza capitata,6.44,64.4
2009,8/17/09,E244,16,FoliarFungicide,Koeleria cristata,0.43,4.3
2009,8/17/09,E244,16,FoliarFungicide,Carex sp.,0.27,2.7
2009,8/17/09,E244,16,FoliarFungicide,Bouteloua curtipendula,0.002,0.02
2009,8/17/09,E244,16,FoliarFungicide,Andropogon gerardi,8.61,86.1
2009,8/17/09,E244,16,FoliarFungicide,Amorpha canescens,0.01,0.1
2009,8/17/09,E244,16,FoliarFungicide,Petalostemum candidum,1.48,14.8
2009,8/17/09,E244,17,Control,Bouteloua gracilis,1.81,18.1
2009,8/17/09,E244,17,Control,Panicum virgatum,0.72,7.2
2009,8/17/09,E244,17,Control,Sporobolus cryptandrus,2.31,23.1
2009,8/17/09,E244,17,Control,Schizachyrium scoparium,0.71,7.1
2009,8/17/09,E244,17,Control,Poa pratensis,0.49,4.9
2009,8/17/09,E244,17,Control,Petalostemum villosum,0.98,9.8
2009,8/17/09,E244,17,Control,Petalostemum purpureum,2.29,22.9
2009,8/17/09,E244,17,Control,Miscellaneous litter,3.78,37.8
2009,8/17/09,E244,17,Control,Lupinus perennis,17.23,172.3
2009,8/17/09,E244,17,Control,Liatris aspera,4.59,45.9
2009,8/17/09,E244,17,Control,Lespedeza capitata,1.45,14.5
2009,8/17/09,E244,17,Control,Crepis tectorum,0.12,1.2
2009,8/17/09,E244,17,Control,Cyperus sp.,0.12,1.2
2009,8/17/09,E244,18,SoilDrenchFungicide,Lupinus perennis,23.71,237.1
2009,8/17/09,E244,18,SoilDrenchFungicide,Petalostemum candidum,3.79,37.9
2009,8/17/09,E244,18,SoilDrenchFungicide,Solidago nemoralis,3.07,30.7
2009,8/17/09,E244,18,SoilDrenchFungicide,Petalostemum purpureum,11.09,110.9
2009,8/17/09,E244,18,SoilDrenchFungicide,Panicum virgatum,4.15,41.5
2009,8/17/09,E244,18,SoilDrenchFungicide,Bouteloua gracilis,0.34,3.4
2009,8/17/09,E244,18,SoilDrenchFungicide,Schizachyrium scoparium,2.35,23.5
2009,8/17/09,E244,18,SoilDrenchFungicide,Bouteloua curtipendula,0.64,6.4
2009,8/17/09,E244,18,SoilDrenchFungicide,Lespedeza capitata,0.03,0.3
2009,8/17/09,E244,18,SoilDrenchFungicide,Andropogon gerardi,1.17,11.7
2009,8/17/09,E244,19,Insecticide,Lespedeza capitata,3.27,32.7
2009,8/17/09,E244,19,Insecticide,Solidago nemoralis,2.08,20.8
2009,8/17/09,E244,19,Insecticide,Schizachyrium scoparium,1.44,14.4
2009,8/17/09,E244,19,Insecticide,Petalostemum villosum,3.76,37.6
2009,8/17/09,E244,19,Insecticide,Petalostemum purpureum,0.98,9.8
2009,8/17/09,E244,19,Insecticide,Liatris aspera,0.39,3.9
2009,8/17/09,E244,19,Insecticide,Bouteloua gracilis,3.77,37.7
2009,8/17/09,E244,19,Insecticide,Andropogon gerardi,8.23,82.3
2009,8/17/09,E244,19,Insecticide,Amorpha canescens,0.21,2.1
2009,8/17/09,E244,19,Insecticide,Achillea millefolium(lanulosa),0.2,2
2009,8/17/09,E244,19,Insecticide,Lupinus perennis,5.88,58.8
2009,8/17/09,E244,20,AllPesticides,Bouteloua gracilis,2.14,21.4
2009,8/17/09,E244,20,AllPesticides,Lupinus perennis,9.29,92.9
2009,8/17/09,E244,20,AllPesticides,Rumex acetosella,0.04,0.4
2009,8/17/09,E244,20,AllPesticides,Schizachyrium scoparium,2.07,20.7
2009,8/17/09,E244,20,AllPesticides,Petalostemum purpureum,5.05,50.5
2009,8/17/09,E244,20,AllPesticides,Solidago rigida,5.21,52.1
2009,8/17/09,E244,20,AllPesticides,Miscellaneous litter,0.67,6.7
2009,8/17/09,E244,20,AllPesticides,Liatris aspera,0.1,1
2009,8/17/09,E244,20,AllPesticides,Lespedeza capitata,0.17,1.7
2009,8/17/09,E244,20,AllPesticides,Coreopsis palmata,0.07,0.7
2009,8/17/09,E244,20,AllPesticides,Andropogon gerardi,3.43,34.3
2009,8/17/09,E244,20,AllPesticides,Koeleria cristata,4.06,40.6
2009,8/17/09,E244,21,FoliarFungicide,Sorghastrum nutans,0.48,4.8
2009,8/17/09,E244,21,FoliarFungicide,Lespedeza capitata,3.53,35.3
2009,8/17/09,E244,21,FoliarFungicide,Amorpha canescens,3.77,37.7
2009,8/17/09,E244,21,FoliarFungicide,Bouteloua gracilis,0.01,0.1
2009,8/17/09,E244,21,FoliarFungicide,Liatris aspera,0.51,5.1
2009,8/17/09,E244,21,FoliarFungicide,Lupinus perennis,6.42,64.2
2009,8/17/09,E244,21,FoliarFungicide,Miscellaneous litter,4.35,43.5
2009,8/17/09,E244,21,FoliarFungicide,Panicum virgatum,0.48,4.8
2009,8/17/09,E244,21,FoliarFungicide,Poa pratensis,3.33,33.3
2009,8/17/09,E244,21,FoliarFungicide,Schizachyrium scoparium,2.47,24.7
2009,8/17/09,E244,21,FoliarFungicide,Andropogon gerardi,0.91,9.1
2009,8/17/09,E244,22,SoilDrenchFungicide,Sorghastrum nutans,0.1,1
2009,8/17/09,E244,22,SoilDrenchFungicide,Agropyron repens,0.16,1.6
2009,8/17/09,E244,22,SoilDrenchFungicide,Andropogon gerardi,2.17,21.7
2009,8/17/09,E244,22,SoilDrenchFungicide,Lespedeza capitata,0.07,0.7
2009,8/17/09,E244,22,SoilDrenchFungicide,Liatris aspera,4.75,47.5
2009,8/17/09,E244,22,SoilDrenchFungicide,Lupinus perennis,14.77,147.7
2009,8/17/09,E244,22,SoilDrenchFungicide,Panicum oligosanthes,0.02,0.2
2009,8/17/09,E244,22,SoilDrenchFungicide,Poa pratensis,0.77,7.7
2009,8/17/09,E244,22,SoilDrenchFungicide,Schizachyrium scoparium,14.4,144
2009,8/17/09,E244,22,SoilDrenchFungicide,Solidago rigida,1.24,12.4
2009,8/17/09,E244,23,AllPesticides,Sorghastrum nutans,0.15,1.5
2009,8/17/09,E244,23,AllPesticides,Schizachyrium scoparium,3.03,30.3
2009,8/17/09,E244,23,AllPesticides,Poa pratensis,6.33,63.3
2009,8/17/09,E244,23,AllPesticides,Miscellaneous litter,3.59,35.9
2009,8/17/09,E244,23,AllPesticides,Lupinus perennis,19.41,194.1
2009,8/17/09,E244,23,AllPesticides,Liatris aspera,1.98,19.8
2009,8/17/09,E244,23,AllPesticides,Agropyron repens,0.04,0.4
2009,8/17/09,E244,23,AllPesticides,Taraxicum officinalis,0.05,0.5
2009,8/17/09,E244,23,AllPesticides,Andropogon gerardi,0.77,7.7
2009,8/18/09,E244,24,Control,Panicum virgatum,0.38,3.8
2009,8/18/09,E244,24,Control,Sorghastrum nutans,0.36,3.6
2009,8/18/09,E244,24,Control,Schizachyrium scoparium,7.65,76.5
2009,8/18/09,E244,24,Control,Poa pratensis,3.66,36.6
2009,8/18/09,E244,24,Control,Lespedeza capitata,2.31,23.1
2009,8/18/09,E244,24,Control,Achillea millefolium(lanulosa),0.02,0.2
2009,8/18/09,E244,24,Control,Andropogon gerardi,1.72,17.2
2009,8/18/09,E244,24,Control,Lupinus perennis,15.19,151.9
2009,8/17/09,E244,25,Insecticide,Lupinus perennis,5.94,59.4
2009,8/17/09,E244,25,Insecticide,Schizachyrium scoparium,1.72,17.2
2009,8/17/09,E244,25,Insecticide,Rumex acetosella,0.04,0.4
2009,8/17/09,E244,25,Insecticide,Poa pratensis,2.89,28.9
2009,8/17/09,E244,25,Insecticide,Miscellaneous litter,0.13,1.3
2009,8/17/09,E244,25,Insecticide,Lespedeza capitata,2.2,22
2009,8/17/09,E244,25,Insecticide,Artemisia ludoviciana,0.22,2.2
2009,8/17/09,E244,25,Insecticide,Andropogon gerardi,4.89,48.9
2009,8/17/09,E244,25,Insecticide,Panicum oligosanthes,0.2,2
2009,8/17/09,E244,26,AllPesticides,Miscellaneous litter,0.27,2.7
2009,8/17/09,E244,26,AllPesticides,Euphorbia glyptosperma,0.01,0.1
2009,8/17/09,E244,26,AllPesticides,Taraxicum officinalis,0.07,0.7
2009,8/17/09,E244,26,AllPesticides,Poa pratensis,1.8,18
2009,8/17/09,E244,26,AllPesticides,Lupinus perennis,3.19,31.9
2009,8/17/09,E244,26,AllPesticides,Lespedeza capitata,0.06,0.6
2009,8/17/09,E244,26,AllPesticides,Carex sp.,0.06,0.6
2009,8/17/09,E244,26,AllPesticides,Berteroa incana,0.09,0.9
2009,8/17/09,E244,26,AllPesticides,Rumex acetosella,0.04,0.4
2009,8/17/09,E244,26,AllPesticides,Aristida basiramea,1.04,10.4
2009,8/17/09,E244,26,AllPesticides,Erigeron canadensis,0.1,1
2009,8/17/09,E244,26,AllPesticides,Agropyron repens,0.96,9.6
2009,8/17/09,E244,27,SoilDrenchFungicide,Lupinus perennis,7.91,79.1
2009,8/17/09,E244,27,SoilDrenchFungicide,Poa pratensis,0.05,0.5
2009,8/17/09,E244,27,SoilDrenchFungicide,Euphorbia glyptosperma,0.008,0.08
2009,8/17/09,E244,27,SoilDrenchFungicide,Erigeron canadensis,0.01,0.1
2009,8/17/09,E244,27,SoilDrenchFungicide,Crepis tectorum,0.008,0.08
2009,8/17/09,E244,27,SoilDrenchFungicide,Aristida basiramea,0.09,0.9
2009,8/17/09,E244,27,SoilDrenchFungicide,Agropyron repens,2.78,27.8
2009,8/17/09,E244,27,SoilDrenchFungicide,Achillea millefolium(lanulosa),0.03,0.3
2009,8/17/09,E244,27,SoilDrenchFungicide,Schizachyrium scoparium,0.007,0.07
2009,8/17/09,E244,27,SoilDrenchFungicide,Asclepias syriaca,0.08,0.8
2009,8/17/09,E244,28,Insecticide,Lupinus perennis,3.26,32.6
2009,8/17/09,E244,28,Insecticide,Taraxicum officinalis,0.17,1.7
2009,8/17/09,E244,28,Insecticide,Rumex acetosella,0.01,0.1
2009,8/17/09,E244,28,Insecticide,Physalis virginiana,0.8,8
2009,8/17/09,E244,28,Insecticide,Euphorbia glyptosperma,0.03,0.3
2009,8/17/09,E244,28,Insecticide,Aristida basiramea,0.62,6.2
2009,8/17/09,E244,28,Insecticide,Agropyron repens,0.77,7.7
2009,8/17/09,E244,28,Insecticide,Poa pratensis,0.86,8.6
2009,8/17/09,E244,29,Control,Miscellaneous litter,1.27,12.7
2009,8/17/09,E244,29,Control,Agropyron repens,0.11,1.1
2009,8/17/09,E244,29,Control,Solidago rigida,0.07,0.7
2009,8/17/09,E244,29,Control,Rumex acetosella,0.001,0.01
2009,8/17/09,E244,29,Control,Taraxicum officinalis,0.02,0.2
2009,8/17/09,E244,29,Control,Poa pratensis,0.41,4.1
2009,8/17/09,E244,29,Control,Physalis virginiana,0.49,4.9
2009,8/17/09,E244,29,Control,Euphorbia glyptosperma,0.002,0.02
2009,8/17/09,E244,29,Control,Erigeron canadensis,0.35,3.5
2009,8/17/09,E244,29,Control,Cyperus sp.,0.07,0.7
2009,8/17/09,E244,29,Control,Aristida basiramea,2.72,27.2
2009,8/17/09,E244,29,Control,Lupinus perennis,2.43,24.3
2009,8/17/09,E244,29,Control,Bouteloua gracilis,0.01,0.1
2009,8/17/09,E244,30,FoliarFungicide,Aristida basiramea,1.44,14.4
2009,8/17/09,E244,30,FoliarFungicide,Taraxicum officinalis,0.17,1.7
2009,8/17/09,E244,30,FoliarFungicide,Sporobolus cryptandrus,0.27,2.7
2009,8/17/09,E244,30,FoliarFungicide,Solidago nemoralis,0.6,6
2009,8/17/09,E244,30,FoliarFungicide,Schizachyrium scoparium,3.19,31.9
2009,8/17/09,E244,30,FoliarFungicide,Polygonum convolvulus,0.15,1.5
2009,8/17/09,E244,30,FoliarFungicide,Poa pratensis,0.35,3.5
2009,8/17/09,E244,30,FoliarFungicide,Miscellaneous litter,0.54,5.4
2009,8/17/09,E244,30,FoliarFungicide,Euphorbia glyptosperma,0.008,0.08
2009,8/17/09,E244,30,FoliarFungicide,Asclepias syriaca,0.07,0.7
2009,8/17/09,E244,30,FoliarFungicide,Agropyron repens,1.72,17.2
2009,8/17/09,E244,30,FoliarFungicide,Achillea millefolium(lanulosa),0.2,2
2009,8/17/09,E244,30,FoliarFungicide,Physalis virginiana,0.79,7.9
2009,8/17/09,E244,30,FoliarFungicide,Trifolium repens,0.05,0.5
2009,8/17/09,E244,30,FoliarFungicide,Erigeron canadensis,0.01,0.1
2009,8/17/09,E244,30,FoliarFungicide,Lupinus perennis,10.97,109.7
2009,8/17/09,E244,31,SoilDrenchFungicide,Lupinus perennis,0.33,3.3
2009,8/17/09,E244,31,SoilDrenchFungicide,Amorpha canescens,33.29,332.9
2009,8/17/09,E244,31,SoilDrenchFungicide,Andropogon gerardi,2.8,28
2009,8/17/09,E244,31,SoilDrenchFungicide,Bouteloua gracilis,1.85,18.5
2009,8/17/09,E244,31,SoilDrenchFungicide,Lespedeza capitata,0.02,0.2
2009,8/17/09,E244,31,SoilDrenchFungicide,Lychnis alba,2.56,25.6
2009,8/17/09,E244,31,SoilDrenchFungicide,Miscellaneous litter,7.14,71.4
2009,8/17/09,E244,31,SoilDrenchFungicide,Petalostemum candidum,0.07,0.7
2009,8/17/09,E244,31,SoilDrenchFungicide,Schizachyrium scoparium,4.45,44.5
2009,8/17/09,E244,31,SoilDrenchFungicide,Coreopsis palmata,4.54,45.4
2009,8/17/09,E244,32,Control,Sorghastrum nutans,0.23,2.3
2009,8/17/09,E244,32,Control,Bouteloua gracilis,1.21,12.1
2009,8/17/09,E244,32,Control,Andropogon gerardi,0.99,9.9
2009,8/17/09,E244,32,Control,Lychnis alba,7.76,77.6
2009,8/17/09,E244,32,Control,Miscellaneous litter,0.59,5.9
2009,8/17/09,E244,32,Control,Schizachyrium scoparium,2.71,27.1
2009,8/17/09,E244,32,Control,Solidago nemoralis,1.66,16.6
2009,8/17/09,E244,32,Control,Sporobolus cryptandrus,3.18,31.8
2009,8/17/09,E244,32,Control,Lespedeza capitata,2.63,26.3
2009,8/17/09,E244,33,FoliarFungicide,Petalostemum villosum,12.69,126.9
2009,8/17/09,E244,33,FoliarFungicide,Schizachyrium scoparium,9.76,97.6
2009,8/17/09,E244,33,FoliarFungicide,Coreopsis palmata,0.53,5.3
2009,8/17/09,E244,33,FoliarFungicide,Petalostemum purpureum,2.3,23
2009,8/17/09,E244,33,FoliarFungicide,Lespedeza capitata,5.84,58.4
2009,8/17/09,E244,33,FoliarFungicide,Bouteloua gracilis,2.11,21.1
2009,8/17/09,E244,33,FoliarFungicide,Solidago rigida,0.42,4.2
2009,8/17/09,E244,33,FoliarFungicide,Petalostemum candidum,1.11,11.1
2009,8/17/09,E244,33,FoliarFungicide,Panicum virgatum,0.22,2.2
2009,8/17/09,E244,33,FoliarFungicide,Lupinus perennis,2.22,22.2
2009,8/17/09,E244,33,FoliarFungicide,Andropogon gerardi,0.5,5
2009,8/17/09,E244,33,FoliarFungicide,Panicum oligosanthes,0.17,1.7
2009,8/17/09,E244,34,AllPesticides,Liatris aspera,5.35,53.5
2009,8/17/09,E244,34,AllPesticides,Schizachyrium scoparium,3,30
2009,8/17/09,E244,34,AllPesticides,Solidago nemoralis,0.73,7.3
2009,8/17/09,E244,34,AllPesticides,Petalostemum purpureum,0.1,1
2009,8/17/09,E244,34,AllPesticides,Lupinus perennis,1.75,17.5
2009,8/17/09,E244,34,AllPesticides,Bouteloua gracilis,0.07,0.7
2009,8/17/09,E244,34,AllPesticides,Andropogon gerardi,4.99,49.9
2009,8/17/09,E244,34,AllPesticides,Sorghastrum nutans,0.05,0.5
2009,8/17/09,E244,34,AllPesticides,Amorpha canescens,0.29,2.9
2009,8/17/09,E244,34,AllPesticides,Lespedeza capitata,1.99,19.9
2009,8/17/09,E244,35,Insecticide,Schizachyrium scoparium,16,160
2009,8/17/09,E244,35,Insecticide,Solidago nemoralis,1.46,14.6
2009,8/17/09,E244,35,Insecticide,Petalostemum purpureum,0.3,3
2009,8/17/09,E244,35,Insecticide,Lupinus perennis,15.49,154.9
2009,8/17/09,E244,35,Insecticide,Lespedeza capitata,1.8,18
2009,8/17/09,E244,35,Insecticide,Bouteloua gracilis,2.47,24.7
2009,8/17/09,E244,35,Insecticide,Achillea millefolium(lanulosa),0.4,4
2009,8/17/09,E244,35,Insecticide,Solidago rigida,8.02,80.2
2009,8/17/09,E244,35,Insecticide,Liatris aspera,2.1,21
2009,8/17/09,E244,36,AllPesticides,Andropogon gerardi,2.93,29.3
2009,8/17/09,E244,36,AllPesticides,Poa pratensis,1.26,12.6
2009,8/17/09,E244,36,AllPesticides,Petalostemum purpureum,2.12,21.2
2009,8/17/09,E244,36,AllPesticides,Koeleria cristata,0.33,3.3
2009,8/17/09,E244,36,AllPesticides,Amorpha canescens,0.76,7.6
2009,8/17/09,E244,36,AllPesticides,Schizachyrium scoparium,4.06,40.6
2009,8/17/09,E244,36,AllPesticides,Lupinus perennis,2.58,25.8
2009,8/17/09,E244,37,Control,Miscellaneous litter,1,10
2009,8/17/09,E244,37,Control,Schizachyrium scoparium,7.76,77.6
2009,8/17/09,E244,37,Control,Poa pratensis,1.26,12.6
2009,8/17/09,E244,37,Control,Sorghastrum nutans,0.41,4.1
2009,8/17/09,E244,37,Control,Petalostemum purpureum,0.13,1.3
2009,8/17/09,E244,37,Control,Koeleria cristata,0.06,0.6
2009,8/17/09,E244,37,Control,Bouteloua gracilis,0.39,3.9
2009,8/17/09,E244,37,Control,Amorpha canescens,1.8,18
2009,8/17/09,E244,37,Control,Lupinus perennis,3.59,35.9
2009,8/17/09,E244,37,Control,Andropogon gerardi,3.49,34.9
2009,8/17/09,E244,38,SoilDrenchFungicide,Koeleria cristata,0.28,2.8
