Exp,Year,Month,Plot,Strip,Substrip,Date,Species,NumSp,SpNum,FgNum,Fgset,C3,C4,Forb,Legume,Woody,Achmi,Agrsm,Amocan,Andge,Asctu,Elyca,Koecr,Lesca,Liaas,Luppe,Monfi,Panvi,Petpu,Poapr,Queel,Quema,Schsc,Sornu,Biomass (g/m2),Note
120,2001,6,293,3,,6/22/2001,Lupinus perennis,8,8,4,4FLW,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,153.6,
120,2001,6,293,3,,6/22/2001,Petalostemum purpureum,8,8,4,4FLW,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,70.633,
120,2001,6,293,4,,6/22/2001,Unsorted biomass,8,8,4,4FLW,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,231.667,
120,2001,6,296,1,,6/22/2001,Unsorted biomass,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.75,
120,2001,6,296,2,,6/22/2001,Unsorted biomass,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.35,
120,2001,6,296,3,,6/22/2001,Agropyron repens,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.467,
120,2001,6,296,3,,6/22/2001,Panicum oligosanthes,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,
120,2001,6,296,3,,6/22/2001,Aristida sp.,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,
120,2001,6,296,3,,6/22/2001,Cyperus sp.,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.067,
120,2001,6,296,3,,6/22/2001,Quercus macrocarpa,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171.55,
120,2001,6,296,3,,6/22/2001,Lupinus perennis,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.117,
120,2001,6,296,3,,6/22/2001,Erigeron strigosus,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,
120,2001,6,296,3,,6/22/2001,Hedeoma hispida,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.217,
120,2001,6,296,3,,6/22/2001,Lepidium densiflorum,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.033,
120,2001,6,296,3,,6/22/2001,Polygonum convolvulus,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.617,
120,2001,6,296,3,,6/22/2001,Silene antirrhina,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.133,
120,2001,6,296,4,,6/22/2001,Unsorted biomass,1,1,1,W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1364.217,
120,2001,6,299,1,,6/22/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,235.65,
120,2001,6,299,2,,6/22/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,241.183,
120,2001,6,299,3,,6/22/2001,Miscellaneous litter,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,10.267,
120,2001,6,299,3,,6/22/2001,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19.317,
120,2001,6,299,3,,6/22/2001,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4.4,
120,2001,6,299,3,,6/22/2001,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.25,
120,2001,6,299,3,,6/22/2001,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5.517,
120,2001,6,299,3,,6/22/2001,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17.95,
120,2001,6,299,3,,6/22/2001,Bouteloua gracilis,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.317,
120,2001,6,299,3,,6/22/2001,Koeleria cristata,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.567,
120,2001,6,299,3,,6/22/2001,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.283,
120,2001,6,299,3,,6/22/2001,Amorpha canescens,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,7.817,
120,2001,6,299,3,,6/22/2001,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.017,
120,2001,6,299,3,,6/22/2001,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,192.233,
120,2001,6,299,3,,6/22/2001,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.233,
120,2001,6,299,3,,6/22/2001,Silene antirrhina,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.01,
120,2001,6,299,3,,6/22/2001,Solidago rigida,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.633,
120,2001,6,299,4,,6/22/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,319.1,
120,2001,6,300,1,,6/22/2001,Unsorted biomass,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,315.733,
120,2001,6,300,2,,6/22/2001,Unsorted biomass,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,261.067,
120,2001,6,300,3,,6/22/2001,Miscellaneous litter,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,27.848,
120,2001,6,300,3,,6/22/2001,Agropyron repens,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.678,
120,2001,6,300,3,,6/22/2001,Andropogon gerardi,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.797,
120,2001,6,300,3,,6/22/2001,Schizachyrium scoparium,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.763,
120,2001,6,300,3,,6/22/2001,Panicum oligosanthes,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.16,
120,2001,6,300,3,,6/22/2001,Panicum virgatum,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,62.318,
120,2001,6,300,3,,6/22/2001,Poa pratensis,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,37.32,
120,2001,6,300,3,,6/22/2001,Sorghastrum nutans,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.003,
120,2001,6,300,3,,6/22/2001,Lupinus perennis,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,210.58,
120,2001,6,300,3,,6/22/2001,Crepis tectorum,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.435,
120,2001,6,300,3,,6/22/2001,Taraxicum officinalis,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.342,
120,2001,6,300,4,,6/22/2001,Unsorted biomass,2,2,2,4L,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,382.133,
120,2001,6,301,1,,6/22/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,293.7,
120,2001,6,301,2,,6/22/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,204.867,
120,2001,6,301,3,,6/22/2001,Equisetum sp.,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.05,
120,2001,6,301,3,,6/22/2001,Miscellaneous litter,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,12.375,
120,2001,6,301,3,,6/22/2001,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,12.153,
120,2001,6,301,3,,6/22/2001,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,17.903,
120,2001,6,301,3,,6/22/2001,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,14.265,
120,2001,6,301,3,,6/22/2001,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.722,
120,2001,6,301,3,,6/22/2001,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,3.683,
120,2001,6,301,3,,6/22/2001,Koeleria cristata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1.532,
120,2001,6,301,3,,6/22/2001,Amorpha canescens,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.923,
120,2001,6,301,3,,6/22/2001,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,9.612,
120,2001,6,301,3,,6/22/2001,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,57.415,
120,2001,6,301,3,,6/22/2001,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,4.313,
120,2001,6,301,3,,6/22/2001,Erigeron canadensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.093,
120,2001,6,301,3,,6/22/2001,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,6.055,
120,2001,6,301,3,,6/22/2001,Solidago rigida,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,11.24,
120,2001,6,301,4,,6/22/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,267.267,
120,2001,6,302,1,,6/22/2001,Unsorted biomass,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,538.7,
120,2001,6,302,2,,6/22/2001,Unsorted biomass,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,403.2,
120,2001,6,302,3,,6/22/2001,Equisetum laevigatum,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.082,
120,2001,6,302,3,,6/22/2001,Miscellaneous litter,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,48.268,
120,2001,6,302,3,,6/22/2001,Agropyron repens,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.417,
120,2001,6,302,3,,6/22/2001,Lupinus perennis,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,301.142,
120,2001,6,302,3,,6/22/2001,Achillea millefolium(lanulosa),4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2.198,
120,2001,6,302,3,,6/22/2001,Monarda fistulosa,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,63.602,
120,2001,6,302,3,,6/22/2001,Liatris aspera,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,13.747,
120,2001,6,302,3,,6/22/2001,Polygonum convolvulus,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.392,
120,2001,6,302,3,,6/22/2001,Solidago rigida,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,16.928,
120,2001,6,302,4,,6/22/2001,Unsorted biomass,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,418.433,
120,2001,6,303,1,,6/22/2001,Unsorted biomass,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,379.517,
120,2001,6,303,2,,6/22/2001,Unsorted biomass,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,372.4,
120,2001,6,303,3,,6/22/2001,Miscellaneous litter,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,36.387,
120,2001,6,303,3,,6/22/2001,Agropyron repens,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1.05,
120,2001,6,303,3,,6/22/2001,Andropogon gerardi,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.182,
120,2001,6,303,3,,6/22/2001,Schizachyrium scoparium,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.208,
120,2001,6,303,3,,6/22/2001,Poa pratensis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,35.238,
120,2001,6,303,3,,6/22/2001,Bouteloua gracilis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.02,
120,2001,6,303,3,,6/22/2001,Koeleria cristata,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,4.682,
120,2001,6,303,3,,6/22/2001,Lespedeza capitata,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,3.247,
120,2001,6,303,3,,6/22/2001,Petalostemum villosum,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.942,
120,2001,6,303,3,,6/22/2001,Lupinus perennis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,202.15,
120,2001,6,303,3,,6/22/2001,Achillea millefolium(lanulosa),8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,10.023,
120,2001,6,303,3,,6/22/2001,Monarda fistulosa,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1.133,
120,2001,6,303,3,,6/22/2001,Liatris aspera,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,4.89,
120,2001,6,303,3,,6/22/2001,Polygonum convolvulus,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.053,
120,2001,6,303,3,,6/22/2001,Solidago rigida,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,8.432,
120,2001,6,303,4,,6/22/2001,Unsorted biomass,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,404.117,
120,2001,6,304,1,,6/21/2001,Unsorted biomass,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.333,
120,2001,6,304,2,,6/21/2001,Unsorted biomass,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.717,
120,2001,6,304,3,,6/21/2001,Miscellaneous litter,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.988,
120,2001,6,304,3,,6/21/2001,Agropyron repens,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.408,
120,2001,6,304,3,,6/21/2001,Andropogon gerardi,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.408,
120,2001,6,304,3,,6/21/2001,Schizachyrium scoparium,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.048,
120,2001,6,304,3,,6/21/2001,Poa pratensis,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.265,
120,2001,6,304,3,,6/21/2001,Sporobolus cryptandrus,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.027,
120,2001,6,304,3,,6/21/2001,Aristida sp.,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.42,
120,2001,6,304,3,,6/21/2001,Bouteloua gracilis,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.12,
120,2001,6,304,3,,6/21/2001,Koeleria cristata,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.047,
120,2001,6,304,3,,6/21/2001,Digitaria sp.,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017,
120,2001,6,304,3,,6/21/2001,Ambrosia artemisiifolia elatior,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13,
120,2001,6,304,3,,6/21/2001,Erigeron canadensis,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.075,
120,2001,6,304,3,,6/21/2001,Polygonum convolvulus,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047,
120,2001,6,304,3,,6/21/2001,Silene antirrhina,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.172,
120,2001,6,304,4,,6/21/2001,Unsorted biomass,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.55,
120,2001,6,307,1,,6/22/2001,Unsorted biomass,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,329.283,
120,2001,6,307,2,,6/22/2001,Unsorted biomass,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,342.617,
120,2001,6,307,3,,6/22/2001,Miscellaneous litter,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,13.598,
120,2001,6,307,3,,6/22/2001,Agropyron repens,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.027,
120,2001,6,307,3,,6/22/2001,Andropogon gerardi,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.097,
120,2001,6,307,3,,6/22/2001,Schizachyrium scoparium,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,43.305,
120,2001,6,307,3,,6/22/2001,Panicum virgatum,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,12.988,
120,2001,6,307,3,,6/22/2001,Bouteloua gracilis,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.593,
120,2001,6,307,3,,6/22/2001,Elymus canadensis,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.038,
120,2001,6,307,3,,6/22/2001,Lupinus perennis,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,139.248,
120,2001,6,307,3,,6/22/2001,Asclepias tuberosa,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.173,
120,2001,6,307,3,,6/22/2001,Monarda fistulosa,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,3.85,
120,2001,6,307,3,,6/22/2001,Rumex acetosella,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.017,
120,2001,6,307,3,,6/22/2001,Solidago rigida,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,45.182,
120,2001,6,307,3,,6/22/2001,Petalostemum purpureum,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,14.582,
120,2001,6,307,4,,6/22/2001,Unsorted biomass,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,285.167,
120,2001,6,308,1,,6/22/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.767,
120,2001,6,308,2,,6/22/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,
120,2001,6,308,3,,6/22/2001,Equisetum laevigatum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662,
120,2001,6,308,3,,6/22/2001,Miscellaneous litter,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593,
120,2001,6,308,3,,6/22/2001,Agropyron repens,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,
120,2001,6,308,3,,6/22/2001,Aristida basiramea,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,
120,2001,6,308,3,,6/22/2001,Cyperus sp.,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,
120,2001,6,308,3,,6/22/2001,Lespedeza capitata,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,
120,2001,6,308,3,,6/22/2001,Asclepias tuberosa,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.235,
120,2001,6,308,3,,6/22/2001,Berteroa incana,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,
120,2001,6,308,3,,6/22/2001,Chenopodium leptophyllum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,
120,2001,6,308,3,,6/22/2001,Crepis tectorum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,
120,2001,6,308,3,,6/22/2001,Erigeron canadensis,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.657,
120,2001,6,308,3,,6/22/2001,Hedeoma hispida,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715,
120,2001,6,308,3,,6/22/2001,Lepidium densiflorum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,
120,2001,6,308,3,,6/22/2001,Polygonum convolvulus,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,
120,2001,6,308,3,,6/22/2001,Silene antirrhina,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,
120,2001,6,308,3,,6/22/2001,Polygonum tenue,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065,
120,2001,6,308,4,,6/22/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123.633,
120,2001,6,311,1,,6/22/2001,Unsorted biomass,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,85.05,
120,2001,6,311,2,,6/22/2001,Unsorted biomass,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,114.617,
120,2001,6,311,3,,6/22/2001,Miscellaneous litter,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.983,
120,2001,6,311,3,,6/22/2001,Schizachyrium scoparium,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.717,
120,2001,6,311,3,,6/22/2001,Panicum oligosanthes,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1,
120,2001,6,311,3,,6/22/2001,Panicum virgatum,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,76,
