,plot.bigbio,plot,rich.trt,treatment,SpNum,year,species,mass.above,mass.below,cover,leaf.C,leaf.N,leaf.P,bigb.N,bigb.C,intent.sp
1280,69,14,1,Insecticide,1,2009,Luppe,8.3,138.98,NA,NA,NA,NA,1.462,43.349,FALSE
1281,69,14,1,Insecticide,1,2007,Luppe,0.3,NA,NA,NA,NA,NA,1.462,43.349,FALSE
1282,69,11,1,SoilDrenchFungicide,1,2007,ERIGERON CANADENSIS,5.1,NA,NA,NA,NA,NA,1.462,43.349,FALSE
1283,69,11,1,SoilDrenchFungicide,1,2009,BARE GROUND,NA,NA,65,NA,NA,NA,1.462,43.349,FALSE
1284,69,11,1,SoilDrenchFungicide,1,2010,EUPHORBIA GLYPTOSPERMA,24.5,118.41,NA,NA,NA,NA,1.462,43.349,FALSE
1285,69,11,1,SoilDrenchFungicide,1,2008,UNSORTED BIOMASS,76,NA,NA,NA,NA,NA,1.462,43.349,FALSE
1286,69,11,1,SoilDrenchFungicide,1,2010,BOUTELOUA GRACILIS,0.4,118.41,NA,NA,NA,NA,1.462,43.349,FALSE
1287,69,11,1,SoilDrenchFungicide,1,2010,BARE GROUND,NA,NA,90,NA,NA,NA,1.462,43.349,FALSE
1288,69,12,1,AllPesticides,1,2013,ARISTIDA BASIRAMEA,7.6,359.528,8,NA,NA,NA,1.462,43.349,FALSE
1289,69,12,1,AllPesticides,1,2009,HEDEOMA HISPIDA,0.6,130.92,NA,NA,NA,NA,1.462,43.349,FALSE
1290,69,14,1,Insecticide,1,2009,DIGITARIA SP.,0.04,138.98,NA,NA,NA,NA,1.462,43.349,FALSE
1291,69,14,1,Insecticide,1,2013,CREPIS TECTORUM,0.5,348.01,2,NA,NA,NA,1.462,43.349,FALSE
1292,69,14,1,Insecticide,1,2010,SPOROBOLUS CRYPTANDRUS,0.5,162.82,NA,NA,NA,NA,1.462,43.349,FALSE
1293,69,14,1,Insecticide,1,2011,DIGITARIA SP.,23.3,208.39,3,NA,NA,NA,1.462,43.349,FALSE
1294,69,14,1,Insecticide,1,2011,ERIGERON CANADENSIS,0.1,208.39,NA,NA,NA,NA,1.462,43.349,FALSE
1295,69,14,1,Insecticide,1,2008,BOUTELOUA GRACILIS,NA,NA,3,NA,NA,NA,1.462,43.349,FALSE
1296,69,14,1,Insecticide,1,2008,BARE GROUND,NA,NA,56,NA,NA,NA,1.462,43.349,FALSE
1297,69,14,1,Insecticide,1,2008,CYPERUS SP.,NA,NA,2,NA,NA,NA,1.462,43.349,FALSE
1298,69,14,1,Insecticide,1,2010,MISCELLANEOUS FORBS,NA,NA,1,NA,NA,NA,1.462,43.349,FALSE
1299,69,14,1,Insecticide,1,2011,Poapr,0.1,208.39,NA,NA,NA,NA,1.462,43.349,FALSE
1300,69,14,1,Insecticide,1,2010,BARE GROUND,NA,NA,91,NA,NA,NA,1.462,43.349,FALSE
1301,69,14,1,Insecticide,1,2007,Achmi,9.1,NA,NA,NA,NA,NA,1.462,43.349,TRUE
1302,69,14,1,Insecticide,1,2007,ARISTIDA BASIRAMEA,23,NA,NA,NA,NA,NA,1.462,43.349,FALSE
1303,69,11,1,SoilDrenchFungicide,1,2012,DIGITARIA SP.,6.8,78.95,NA,NA,NA,NA,1.462,43.349,FALSE
1304,69,11,1,SoilDrenchFungicide,1,2009,Achmi,2.4,26.15,NA,NA,NA,NA,1.462,43.349,TRUE
1305,69,11,1,SoilDrenchFungicide,1,2011,BARE GROUND,NA,NA,20,NA,NA,NA,1.462,43.349,FALSE
1306,69,11,1,SoilDrenchFungicide,1,2007,Asctu,160.3,NA,NA,NA,NA,NA,1.462,43.349,FALSE
1307,69,11,1,SoilDrenchFungicide,1,2013,BARE GROUND,NA,NA,41,NA,NA,NA,1.462,43.349,FALSE
1308,69,14,1,Insecticide,1,2011,EUPHORBIA GLYPTOSPERMA,NA,NA,1,NA,NA,NA,1.462,43.349,FALSE
1309,69,11,1,SoilDrenchFungicide,1,2012,Poapr,0.6,78.95,NA,NA,NA,NA,1.462,43.349,FALSE
1310,69,11,1,SoilDrenchFungicide,1,2010,CYPERUS FILICULMIS,3.9,118.41,NA,NA,NA,NA,1.462,43.349,FALSE
1311,69,14,1,Insecticide,1,2008,Achmi,NA,NA,7,NA,NA,NA,1.462,43.349,TRUE
1312,69,11,1,SoilDrenchFungicide,1,2011,Schsc,4.5,62.99,NA,NA,NA,NA,1.462,43.349,FALSE
1313,69,11,1,SoilDrenchFungicide,1,2011,ARISTIDA BASIRAMEA,32.4,62.99,5,NA,NA,NA,1.462,43.349,FALSE
1314,69,11,1,SoilDrenchFungicide,1,2013,ARISTIDA BASIRAMEA,0.25,220.489,1,NA,NA,NA,1.462,43.349,FALSE
1315,69,11,1,SoilDrenchFungicide,1,2011,Achmi,14.6,62.99,2,NA,NA,NA,1.462,43.349,TRUE
1316,69,11,1,SoilDrenchFungicide,1,2011,Poapr,0.3,62.99,NA,NA,NA,NA,1.462,43.349,FALSE
1317,69,11,1,SoilDrenchFungicide,1,2009,ARISTIDA BASIRAMEA,35.1,26.15,NA,NA,NA,NA,1.462,43.349,FALSE
1318,69,11,1,SoilDrenchFungicide,1,2013,RUMEX ACETOSELLA,NA,NA,1,NA,NA,NA,1.462,43.349,FALSE
1319,69,11,1,SoilDrenchFungicide,1,2009,Lesca,0.8,26.15,1,NA,NA,NA,1.462,43.349,FALSE
1320,69,11,1,SoilDrenchFungicide,1,2011,CYPERUS SP.,2.1,62.99,15,NA,NA,NA,1.462,43.349,FALSE
1321,69,11,1,SoilDrenchFungicide,1,2011,TRIFOLIUM REPENS,0.1,62.99,NA,NA,NA,NA,1.462,43.349,FALSE
1322,69,11,1,SoilDrenchFungicide,1,2008,MISCELLANEOUS GRASSES,NA,NA,21,NA,NA,NA,1.462,43.349,FALSE
1323,69,11,1,SoilDrenchFungicide,1,2009,RUMEX ACETOSELLA,2,26.15,NA,NA,NA,NA,1.462,43.349,FALSE
1324,69,11,1,SoilDrenchFungicide,1,2008,MOSSES,NA,NA,2,NA,NA,NA,1.462,43.349,FALSE
1325,69,11,1,SoilDrenchFungicide,1,2009,Luppe,4.8,26.15,NA,NA,NA,NA,1.462,43.349,FALSE
1326,78,16,32,FoliarFungicide,NA,2011,Petpu,67.5,1311.35,15,NA,NA,NA,NA,NA,NA
1327,78,16,32,FoliarFungicide,NA,2010,Luppe,22.2,1554.15,7,NA,NA,NA,NA,NA,NA
1328,78,16,32,FoliarFungicide,NA,2010,PETALOSTEMUM CANDIDUM,5.8,1554.15,NA,NA,NA,NA,NA,NA,NA
1329,78,16,32,FoliarFungicide,NA,2010,PANICUM PERLONGUM,11.3,1554.15,NA,NA,NA,NA,NA,NA,NA
1330,78,16,32,FoliarFungicide,NA,2010,Koecr,7.8,1554.15,NA,NA,NA,NA,NA,NA,NA
1331,78,16,32,FoliarFungicide,NA,2009,Schsc,9.3,679.28,9,NA,NA,NA,NA,NA,NA
1332,78,16,32,FoliarFungicide,NA,2010,Andge,33.8,1554.15,15,NA,NA,NA,NA,NA,NA
1333,78,16,32,FoliarFungicide,NA,2011,PETALOSTEMUM VILLOSUM,NA,NA,5,NA,NA,NA,NA,NA,NA
1334,78,16,32,FoliarFungicide,NA,2011,Schsc,19.5,1311.35,25,NA,NA,NA,NA,NA,NA
1335,78,16,32,FoliarFungicide,NA,2010,Lesca,29.6,1554.15,7,NA,NA,NA,NA,NA,NA
1336,78,16,32,FoliarFungicide,NA,2011,Poapr,58.9,1311.35,8,NA,NA,NA,NA,NA,NA
1337,78,16,32,FoliarFungicide,NA,2010,Achmi,3.7,1554.15,NA,NA,NA,NA,NA,NA,NA
1338,78,16,32,FoliarFungicide,NA,2008,Schsc,NA,NA,12,NA,NA,NA,NA,NA,NA
1339,78,16,32,FoliarFungicide,NA,2011,SPOROBOLUS CRYPTANDRUS,0.9,1311.35,NA,NA,NA,NA,NA,NA,NA
1340,78,16,32,FoliarFungicide,NA,2008,Achmi,NA,NA,3,NA,NA,NA,NA,NA,NA
1341,78,16,32,FoliarFungicide,NA,2010,Petpu,28.2,1554.15,10,NA,NA,NA,NA,NA,NA
1342,78,16,32,FoliarFungicide,NA,2011,Sornu,0.1,1311.35,NA,NA,NA,NA,NA,NA,NA
1343,78,16,32,FoliarFungicide,NA,2008,SOLIDAGO NEMORALIS,NA,NA,12,NA,NA,NA,NA,NA,NA
1344,78,16,32,FoliarFungicide,NA,2008,Liaas,NA,NA,4,NA,NA,NA,NA,NA,NA
1345,78,16,32,FoliarFungicide,NA,2010,Schsc,51.6,1554.15,20,NA,NA,NA,NA,NA,NA
1346,78,16,32,FoliarFungicide,NA,2010,BOUTELOUA GRACILIS,9.3,1554.15,NA,NA,NA,NA,NA,NA,NA
1347,78,16,32,FoliarFungicide,NA,2010,Poapr,31,1554.15,8,NA,NA,NA,NA,NA,NA
1348,78,16,32,FoliarFungicide,NA,2010,Liaas,NA,NA,6,NA,NA,NA,NA,NA,NA
1349,78,16,32,FoliarFungicide,NA,2010,COREOPSIS PALMATA,11.6,1554.15,NA,NA,NA,NA,NA,NA,NA
1350,78,16,32,FoliarFungicide,NA,2011,Koecr,0.1,1311.35,NA,NA,NA,NA,NA,NA,NA
1351,78,16,32,FoliarFungicide,NA,2008,Andge,NA,NA,5,NA,NA,NA,NA,NA,NA
1352,78,16,32,FoliarFungicide,NA,2009,Poapr,9.6,679.28,NA,NA,NA,NA,NA,NA,NA
1353,78,16,32,FoliarFungicide,NA,2010,PETALOSTEMUM VILLOSUM,NA,NA,4,NA,NA,NA,NA,NA,NA
1354,78,16,32,FoliarFungicide,NA,2010,SOLIDAGO NEMORALIS,18.2,1554.15,8,NA,NA,NA,NA,NA,NA
1355,78,16,32,FoliarFungicide,NA,2011,Panvi,NA,NA,7,NA,NA,NA,NA,NA,NA
1356,78,16,32,FoliarFungicide,NA,2008,Luppe,NA,NA,6,NA,NA,NA,NA,NA,NA
1357,78,16,32,FoliarFungicide,NA,2013,SOLIDAGO RIGIDA,289,1654.653,NA,NA,NA,NA,NA,NA,NA
1358,78,16,32,FoliarFungicide,NA,2009,Luppe,32.8,679.28,51,NA,NA,NA,NA,NA,NA
1359,78,16,32,FoliarFungicide,NA,2009,Amoca,0.1,679.28,NA,NA,NA,NA,NA,NA,NA
1360,78,16,32,FoliarFungicide,NA,2009,PETALOSTEMUM VILLOSUM,NA,NA,1,NA,NA,NA,NA,NA,NA
1361,78,16,32,FoliarFungicide,NA,2009,PETALOSTEMUM CANDIDUM,14.8,679.28,NA,NA,NA,NA,NA,NA,NA
1362,78,16,32,FoliarFungicide,NA,2008,PETALOSTEMUM VILLOSUM,NA,NA,6,NA,NA,NA,NA,NA,NA
1363,78,16,32,FoliarFungicide,NA,2008,Petpu,NA,NA,2,NA,NA,NA,NA,NA,NA
1364,78,16,32,FoliarFungicide,NA,2013,Lesca,11,1654.653,7,NA,NA,NA,NA,NA,NA
1365,78,16,32,FoliarFungicide,NA,2012,Luppe,42.9,1884.87,NA,NA,NA,NA,NA,NA,NA
1366,78,16,32,FoliarFungicide,NA,2013,Poapr,21.8,1654.653,3,NA,NA,NA,NA,NA,NA
1367,78,16,32,FoliarFungicide,NA,2013,SOLIDAGO NEMORALIS,NA,NA,11,NA,NA,NA,NA,NA,NA
1368,78,16,32,FoliarFungicide,NA,2011,SOLIDAGO RIGIDA,220.2,1311.35,NA,NA,NA,NA,NA,NA,NA
1369,78,16,32,FoliarFungicide,NA,2010,PHYSALIS VIRGINIANA,8.2,1554.15,NA,NA,NA,NA,NA,NA,NA
1370,78,16,32,FoliarFungicide,NA,2013,MISCELLANEOUS LITTER,NA,NA,1,NA,NA,NA,NA,NA,NA
1371,78,16,32,FoliarFungicide,NA,2009,AGROPYRON REPENS,NA,NA,2,NA,NA,NA,NA,NA,NA
1372,78,16,32,FoliarFungicide,NA,2009,Petpu,30.7,679.28,20,NA,NA,NA,NA,NA,NA
1373,78,16,32,FoliarFungicide,NA,2009,Panvi,4.2,679.28,NA,NA,NA,NA,NA,NA,NA
1374,78,16,32,FoliarFungicide,NA,2009,Lesca,64.4,679.28,3,NA,NA,NA,NA,NA,NA
1375,78,16,32,FoliarFungicide,NA,2008,BARE GROUND,NA,NA,36,NA,NA,NA,NA,NA,NA
1376,78,16,32,FoliarFungicide,NA,2008,BOUTELOUA GRACILIS,NA,NA,12,NA,NA,NA,NA,NA,NA
1377,78,16,32,FoliarFungicide,NA,2009,BOUTELOUA GRACILIS,NA,NA,2,NA,NA,NA,NA,NA,NA
1378,78,16,32,FoliarFungicide,NA,2009,Koecr,4.3,679.28,4,NA,NA,NA,NA,NA,NA
1379,78,16,32,FoliarFungicide,NA,2007,Poapr,1.9,NA,NA,NA,NA,NA,NA,NA,NA
1380,78,16,32,FoliarFungicide,NA,2013,Schsc,0.4,1654.653,2,NA,NA,NA,NA,NA,NA
1381,78,16,32,FoliarFungicide,NA,2013,Andge,11.8,1654.653,20,NA,NA,NA,NA,NA,NA
1382,78,16,32,FoliarFungicide,NA,2011,Luppe,51.3,1311.35,NA,NA,NA,NA,NA,NA,NA
1383,78,16,32,FoliarFungicide,NA,2011,Lesca,15.4,1311.35,5,NA,NA,NA,NA,NA,NA
1384,78,16,32,FoliarFungicide,NA,2010,BARE GROUND,NA,NA,15,NA,NA,NA,NA,NA,NA
1385,78,16,32,FoliarFungicide,NA,2013,BOUTELOUA GRACILIS,0.6,1654.653,NA,NA,NA,NA,NA,NA,NA
1386,78,16,32,FoliarFungicide,NA,2012,Lesca,10.4,1884.87,NA,NA,NA,NA,NA,NA,NA
1387,78,16,32,FoliarFungicide,NA,2009,CAREX SP.,2.7,679.28,NA,NA,NA,NA,NA,NA,NA
1388,78,16,32,FoliarFungicide,NA,2012,PETALOSTEMUM CANDIDUM,9.9,1884.87,NA,NA,NA,NA,NA,NA,NA
1389,78,16,32,FoliarFungicide,NA,2009,Andge,86.1,679.28,8,NA,NA,NA,NA,NA,NA
1390,78,16,32,FoliarFungicide,NA,2008,Lesca,NA,NA,2,NA,NA,NA,NA,NA,NA
1391,78,16,32,FoliarFungicide,NA,2012,COREOPSIS PALMATA,20,1884.87,NA,NA,NA,NA,NA,NA,NA
1392,78,16,32,FoliarFungicide,NA,2008,UNSORTED BIOMASS,308.7,NA,NA,NA,NA,NA,NA,NA,NA
1393,78,16,32,FoliarFungicide,NA,2012,Achmi,25,1884.87,NA,NA,NA,NA,NA,NA,NA
1394,78,16,32,FoliarFungicide,NA,2013,RUMEX ACETOSELLA,0.01,1654.653,NA,NA,NA,NA,NA,NA,NA
1395,78,16,32,FoliarFungicide,NA,2012,Andge,151.4,1884.87,NA,NA,NA,NA,NA,NA,NA
1396,78,16,32,FoliarFungicide,NA,2013,Luppe,156.2,1654.653,12,NA,NA,NA,NA,NA,NA
1397,78,16,32,FoliarFungicide,NA,2013,BARE GROUND,NA,NA,6,NA,NA,NA,NA,NA,NA
1398,78,16,32,FoliarFungicide,NA,2013,Sornu,1.4,1654.653,NA,NA,NA,NA,NA,NA,NA
1399,78,16,32,FoliarFungicide,NA,2007,PETALOSTEMUM CANDIDUM,7.6,NA,NA,NA,NA,NA,NA,NA,NA
1400,78,16,32,FoliarFungicide,NA,2013,Petpu,38.1,1654.653,22,NA,NA,NA,NA,NA,NA
1401,78,16,32,FoliarFungicide,NA,2013,PETALOSTEMUM VILLOSUM,NA,NA,3,NA,NA,NA,NA,NA,NA
1402,78,16,32,FoliarFungicide,NA,2007,BOUTELOUA GRACILIS,23.7,NA,NA,NA,NA,NA,NA,NA,NA
1403,78,16,32,FoliarFungicide,NA,2012,BOUTELOUA CURTIPENDULA,13.2,1884.87,NA,NA,NA,NA,NA,NA,NA
1404,78,16,32,FoliarFungicide,NA,2007,Luppe,31.8,NA,NA,NA,NA,NA,NA,NA,NA
1405,78,16,32,FoliarFungicide,NA,2012,Poapr,54.2,1884.87,NA,NA,NA,NA,NA,NA,NA
1406,78,16,32,FoliarFungicide,NA,2012,BOUTELOUA GRACILIS,0.5,1884.87,NA,NA,NA,NA,NA,NA,NA
1407,78,16,32,FoliarFungicide,NA,2007,Petpu,1,NA,NA,NA,NA,NA,NA,NA,NA
1408,78,16,32,FoliarFungicide,NA,2007,Lesca,38.7,NA,NA,NA,NA,NA,NA,NA,NA
1409,78,16,32,FoliarFungicide,NA,2011,BOUTELOUA GRACILIS,2,1311.35,NA,NA,NA,NA,NA,NA,NA
1410,78,16,32,FoliarFungicide,NA,2011,Andge,7.2,1311.35,35,NA,NA,NA,NA,NA,NA
1411,78,16,32,FoliarFungicide,NA,2012,Petpu,2.7,1884.87,NA,NA,NA,NA,NA,NA,NA
1412,78,16,32,FoliarFungicide,NA,2007,Schsc,24.2,NA,NA,NA,NA,NA,NA,NA,NA
1413,78,16,32,FoliarFungicide,NA,2013,Panvi,48.4,1654.653,NA,NA,NA,NA,NA,NA,NA
1414,78,16,32,FoliarFungicide,NA,2007,Achmi,0.8,NA,NA,NA,NA,NA,NA,NA,NA
1415,78,16,32,FoliarFungicide,NA,2007,Andge,7.7,NA,NA,NA,NA,NA,NA,NA,NA
1416,78,16,32,FoliarFungicide,NA,2012,Schsc,4,1884.87,NA,NA,NA,NA,NA,NA,NA
1417,78,16,32,FoliarFungicide,NA,2013,PETALOSTEMUM CANDIDUM,1.3,1654.653,13,NA,NA,NA,NA,NA,NA
1418,78,16,32,FoliarFungicide,NA,2011,Amoca,4.8,1311.35,NA,NA,NA,NA,NA,NA,NA
1419,78,16,32,FoliarFungicide,NA,2009,BOUTELOUA CURTIPENDULA,0.02,679.28,NA,NA,NA,NA,NA,NA,NA
1420,78,17,32,Control,NA,2010,STIPA SPARTEA,20.1,1075.57,NA,NA,NA,NA,NA,NA,NA
1421,78,17,32,Control,NA,2010,Petpu,26.7,1075.57,5,NA,NA,NA,NA,NA,NA
1422,78,17,32,Control,NA,2013,Andge,11,1353.867,25,NA,NA,NA,NA,NA,NA
1423,78,17,32,Control,NA,2008,SOLIDAGO RIGIDA,NA,NA,3,NA,NA,NA,NA,NA,NA
1424,78,17,32,Control,NA,2010,Schsc,50.1,1075.57,5,NA,NA,NA,NA,NA,NA
1425,78,17,32,Control,NA,2008,Petpu,NA,NA,2,NA,NA,NA,NA,NA,NA
1426,78,17,32,Control,NA,2008,Schsc,NA,NA,14,NA,NA,NA,NA,NA,NA
1427,78,17,32,Control,NA,2013,BARE GROUND,NA,NA,6,NA,NA,NA,NA,NA,NA
1428,78,17,32,Control,NA,2007,Andge,29.2,NA,NA,NA,NA,NA,NA,NA,NA
1429,78,17,32,Control,NA,2010,Sornu,2.7,1075.57,NA,NA,NA,NA,NA,NA,NA
1430,78,17,32,Control,NA,2012,Sornu,13.7,1618.42,NA,NA,NA,NA,NA,NA,NA
1431,78,17,32,Control,NA,2012,Poapr,NA,NA,3,NA,NA,NA,NA,NA,NA
1432,78,17,32,Control,NA,2010,PETALOSTEMUM CANDIDUM,NA,NA,3,NA,NA,NA,NA,NA,NA
1433,78,17,32,Control,NA,2008,UNSORTED BIOMASS,143.4,NA,NA,NA,NA,NA,NA,NA,NA
1434,78,17,32,Control,NA,2008,STIPA SPARTEA,NA,NA,1,NA,NA,NA,NA,NA,NA
1435,78,17,32,Control,NA,2010,SOLIDAGO RIGIDA,17.7,1075.57,5,NA,NA,NA,NA,NA,NA
1436,78,17,32,Control,NA,2007,Lesca,31.2,NA,NA,NA,NA,NA,NA,NA,NA
1437,78,17,32,Control,NA,2009,Petpu,22.9,600.99,2,NA,NA,NA,NA,NA,NA
1438,78,17,32,Control,NA,2009,Schsc,7.1,600.99,NA,NA,NA,NA,NA,NA,NA
1439,78,17,32,Control,NA,2007,BOUTELOUA GRACILIS,38.7,NA,NA,NA,NA,NA,NA,NA,NA
1440,78,17,32,Control,NA,2010,MISCELLANEOUS LITTER,NA,NA,5,NA,NA,NA,NA,NA,NA
1441,78,17,32,Control,NA,2013,Amoca,59.4,1353.867,3,NA,NA,NA,NA,NA,NA
1442,78,17,32,Control,NA,2007,Achmi,0.1,NA,NA,NA,NA,NA,NA,NA,NA
1443,78,17,32,Control,NA,2010,Luppe,27.4,1075.57,NA,NA,NA,NA,NA,NA,NA
1444,78,17,32,Control,NA,2009,SPOROBOLUS CRYPTANDRUS,23.1,600.99,NA,NA,NA,NA,NA,NA,NA
1445,78,17,32,Control,NA,2008,PETALOSTEMUM VILLOSUM,NA,NA,25,NA,NA,NA,NA,NA,NA
1446,78,17,32,Control,NA,2011,Schsc,42.7,1354.77,10,NA,NA,NA,NA,NA,NA
1447,78,17,32,Control,NA,2010,PETALOSTEMUM VILLOSUM,128,1075.57,10,NA,NA,NA,NA,NA,NA
1448,78,17,32,Control,NA,2011,BOUTELOUA GRACILIS,4.1,1354.77,NA,NA,NA,NA,NA,NA,NA
1449,78,17,32,Control,NA,2012,SOLIDAGO RIGIDA,11.1,1618.42,10,NA,NA,NA,NA,NA,NA
1450,78,17,32,Control,NA,2011,Lesca,45.3,1354.77,NA,NA,NA,NA,NA,NA,NA
1451,78,17,32,Control,NA,2013,Lesca,9.2,1353.867,1,NA,NA,NA,NA,NA,NA
1452,78,17,32,Control,NA,2009,Lesca,14.5,600.99,6,NA,NA,NA,NA,NA,NA
1453,78,17,32,Control,NA,2009,Liaas,45.9,600.99,6,NA,NA,NA,NA,NA,NA
1454,78,17,32,Control,NA,2011,Poapr,38.3,1354.77,10,NA,NA,NA,NA,NA,NA
1455,78,17,32,Control,NA,2008,Liaas,NA,NA,2,NA,NA,NA,NA,NA,NA
1456,78,17,32,Control,NA,2011,Poapr,38.3,1354.77,6,NA,NA,NA,NA,NA,NA
1457,78,17,32,Control,NA,2012,RUMEX ACETOSELLA,0.06,1618.42,NA,NA,NA,NA,NA,NA,NA
1458,78,17,32,Control,NA,2012,Schsc,55.8,1618.42,NA,NA,NA,NA,NA,NA,NA
1459,78,17,32,Control,NA,2009,Luppe,172.3,600.99,70,NA,NA,NA,NA,NA,NA
1460,78,17,32,Control,NA,2012,SOLIDAGO NEMORALIS,NA,NA,20,NA,NA,NA,NA,NA,NA
1461,78,17,32,Control,NA,2011,BARE GROUND,NA,NA,4,NA,NA,NA,NA,NA,NA
1462,78,17,32,Control,NA,2012,Luppe,57.6,1618.42,NA,NA,NA,NA,NA,NA,NA
1463,78,17,32,Control,NA,2012,Achmi,NA,NA,5,NA,NA,NA,NA,NA,NA
1464,78,17,32,Control,NA,2008,Lesca,NA,NA,4,NA,NA,NA,NA,NA,NA
1465,78,17,32,Control,NA,2008,BOUTELOUA GRACILIS,NA,NA,26,NA,NA,NA,NA,NA,NA
1466,78,17,32,Control,NA,2008,Andge,NA,NA,1,NA,NA,NA,NA,NA,NA
1467,78,17,32,Control,NA,2013,Liaas,171.2,1353.867,5,NA,NA,NA,NA,NA,NA
1468,78,17,32,Control,NA,2013,Luppe,91.2,1353.867,30,NA,NA,NA,NA,NA,NA
1469,78,17,32,Control,NA,2011,SOLIDAGO RIGIDA,NA,NA,3,NA,NA,NA,NA,NA,NA
1470,78,17,32,Control,NA,2009,Poapr,4.9,600.99,1,NA,NA,NA,NA,NA,NA
1471,78,17,32,Control,NA,2009,PETALOSTEMUM VILLOSUM,9.8,600.99,5,NA,NA,NA,NA,NA,NA
1472,78,17,32,Control,NA,2012,Monfi,NA,NA,4,NA,NA,NA,NA,NA,NA
1473,78,17,32,Control,NA,2011,Luppe,99.8,1354.77,6,NA,NA,NA,NA,NA,NA
1474,78,17,32,Control,NA,2012,Lesca,9,1618.42,4,NA,NA,NA,NA,NA,NA
1475,78,17,32,Control,NA,2011,Andge,NA,NA,45,NA,NA,NA,NA,NA,NA
1476,78,17,32,Control,NA,2011,Achmi,NA,NA,3,NA,NA,NA,NA,NA,NA
1477,78,17,32,Control,NA,2011,Monfi,NA,NA,6,NA,NA,NA,NA,NA,NA
1478,78,17,32,Control,NA,2010,Amoca,1.2,1075.57,NA,NA,NA,NA,NA,NA,NA
1479,78,17,32,Control,NA,2009,CYPERUS SP.,1.2,600.99,NA,NA,NA,NA,NA,NA,NA
1480,78,17,32,Control,NA,2010,Liaas,NA,NA,13,NA,NA,NA,NA,NA,NA
1481,78,17,32,Control,NA,2011,PETALOSTEMUM CANDIDUM,2.4,1354.77,NA,NA,NA,NA,NA,NA,NA
1482,78,17,32,Control,NA,2013,MISCELLANEOUS LITTER,NA,NA,7,NA,NA,NA,NA,NA,NA
1483,78,17,32,Control,NA,2013,SOLIDAGO RIGIDA,8.3,1353.867,12,NA,NA,NA,NA,NA,NA
1484,78,17,32,Control,NA,2009,Panvi,7.2,600.99,NA,NA,NA,NA,NA,NA,NA
1485,78,17,32,Control,NA,2007,Schsc,18.2,NA,NA,NA,NA,NA,NA,NA,NA
1486,78,17,32,Control,NA,2012,Liaas,NA,NA,4,NA,NA,NA,NA,NA,NA
1487,78,17,32,Control,NA,2007,Panvi,0.7,NA,NA,NA,NA,NA,NA,NA,NA
1488,78,17,32,Control,NA,2011,Asctu,0.1,1354.77,NA,NA,NA,NA,NA,NA,NA
1489,78,17,32,Control,NA,2012,BOUTELOUA CURTIPENDULA,2.1,1618.42,NA,NA,NA,NA,NA,NA,NA
1490,78,17,32,Control,NA,2008,Achmi,NA,NA,1,NA,NA,NA,NA,NA,NA
1491,78,17,32,Control,NA,2011,PETALOSTEMUM VILLOSUM,64.4,1354.77,NA,NA,NA,NA,NA,NA,NA
1492,78,17,32,Control,NA,2012,PETALOSTEMUM VILLOSUM,49.1,1618.42,NA,NA,NA,NA,NA,NA,NA
1493,78,17,32,Control,NA,2009,CREPIS TECTORUM,1.2,600.99,NA,NA,NA,NA,NA,NA,NA
1494,78,17,32,Control,NA,2013,Poapr,52.5,1353.867,7,NA,NA,NA,NA,NA,NA
1495,78,17,32,Control,NA,2007,PETALOSTEMUM VILLOSUM,56.5,NA,NA,NA,NA,NA,NA,NA,NA
1496,78,17,32,Control,NA,2011,SOLIDAGO NEMORALIS,4.1,1354.77,NA,NA,NA,NA,NA,NA,NA
1497,78,17,32,Control,NA,2013,Schsc,9.6,1353.867,NA,NA,NA,NA,NA,NA,NA
1498,78,17,32,Control,NA,2009,BOUTELOUA GRACILIS,18.1,600.99,NA,NA,NA,NA,NA,NA,NA
1499,78,17,32,Control,NA,2010,Lesca,22.4,1075.57,5,NA,NA,NA,NA,NA,NA
1500,78,17,32,Control,NA,2012,BARE GROUND,NA,NA,10,NA,NA,NA,NA,NA,NA
1501,78,17,32,Control,NA,2012,Andge,136.2,1618.42,30,NA,NA,NA,NA,NA,NA
1502,78,17,32,Control,NA,2007,Sornu,1.5,NA,NA,NA,NA,NA,NA,NA,NA
1503,78,17,32,Control,NA,2013,Monfi,NA,NA,2,NA,NA,NA,NA,NA,NA
1504,78,17,32,Control,NA,2010,Andge,69.8,1075.57,35,NA,NA,NA,NA,NA,NA
1505,78,17,32,Control,NA,2012,Petpu,NA,NA,5,NA,NA,NA,NA,NA,NA
1506,78,17,32,Control,NA,2007,Liaas,25.2,NA,NA,NA,NA,NA,NA,NA,NA
1507,78,17,32,Control,NA,2011,Liaas,NA,NA,7,NA,NA,NA,NA,NA,NA
1508,78,17,32,Control,NA,2009,Andge,NA,NA,10,NA,NA,NA,NA,NA,NA
1509,78,17,32,Control,NA,2012,BOUTELOUA GRACILIS,6.6,1618.42,NA,NA,NA,NA,NA,NA,NA
1510,78,17,32,Control,NA,2012,Koecr,NA,NA,5,NA,NA,NA,NA,NA,NA
1511,78,17,32,Control,NA,2010,BARE GROUND,NA,NA,10,NA,NA,NA,NA,NA,NA
1512,78,17,32,Control,NA,2008,BARE GROUND,NA,NA,21,NA,NA,NA,NA,NA,NA
1513,78,17,32,Control,NA,2010,Achmi,NA,NA,4,NA,NA,NA,NA,NA,NA
