Experiment,Year,Date,Plot,Treatment,Species,Mass(g),Mass g/m^2)
E245,2010,12/7/10,15,FoliarFungicide,Roots,6.94,856.05
E245,2010,12/7/10,17,SoilDrenchFungicide,Roots,4.81,593.31
E245,2010,12/6/10,46,SoilDrenchFungicide,Roots,5.91,729
E245,2010,12/7/10,22,FoliarFungicide,Roots,5.9,727.77
E245,2010,12/7/10,20,SoilDrenchFungicide,Roots,7.02,865.92
E245,2010,12/7/10,23,AllPesticides,Roots,8.22,1013.94
E245,2010,12/6/10,31,SoilDrenchFungicide,Roots,2.72,335.51
E245,2010,12/7/10,27,SoilDrenchFungicide,Roots,4.28,527.94
E245,2010,12/6/10,42,SoilDrenchFungicide,Roots,3.45,425.56
E245,2010,12/6/10,44,AllPesticides,Roots,6.89,849.88
E245,2010,12/7/10,7,AllPesticides,Roots,3.77,465.03
E245,2010,12/6/10,36,FoliarFungicide,Roots,6.3,777.11
E245,2010,12/7/10,5,AllPesticides,Roots,5.54,683.36
E245,2010,12/6/10,39,FoliarFungicide,Roots,6.42,791.91
E245,2010,12/6/10,48,FoliarFungicide,Roots,3.79,467.5
E245,2010,12/7/10,13,AllPesticides,Roots,4.39,541.51
E245,2010,12/6/10,38,Fenced,Roots,4.67,576.05
E245,2010,12/6/10,32,Control,Roots,7.28,897.99
E245,2010,12/7/10,29,Control,Roots,3.83,472.43
E245,2010,12/6/10,37,Control,Roots,4.87,600.72
E245,2010,12/7/10,21,Fenced,Roots,5.05,622.92
E245,2010,12/7/10,24,Control,Roots,3.96,488.47
E245,2010,12/6/10,41,AllPesticides,Roots,6.85,844.95
E245,2010,12/7/10,3,FoliarFungicide,Roots,4.8,592.08
E245,2010,12/7/10,18,Fenced,Roots,3.52,434.19
E245,2010,12/6/10,47,Control,Roots,7.06,870.85
E245,2010,12/7/10,8,Control,Roots,6.66,821.51
E245,2010,12/7/10,25,Fenced,Roots,5.1,629.09
E245,2010,12/6/10,33,Fenced,Roots,3.57,440.36
E245,2010,12/7/10,14,Control,Roots,5.14,634.02
E245,2010,12/7/10,2,Control,Roots,5.27,650.06
E245,2010,12/7/10,19,Insecticide,Roots,7.42,915.26
E245,2010,12/7/10,30,Insecticide,Roots,5.71,704.33
E245,2010,12/7/10,12,Fenced,Roots,4.37,539.04
E245,2010,12/7/10,16,Insecticide,Roots,4.47,551.38
E245,2010,12/6/10,35,Insecticide,Roots,18.48,2279.51
E245,2010,12/6/10,40,Insecticide,Roots,4.25,524.24
E245,2010,12/7/10,9,Insecticide,Roots,6.71,827.68
E245,2010,12/7/10,6,Fenced,Roots,6.05,746.27
E245,2010,12/6/10,43,Fenced,Roots,4.26,525.47
E245,2010,12/6/10,45,Insecticide,Roots,6.17,761.07
E245,2011,8/2/11,38,Fenced,Roots,5.0653,62.53
E245,2011,8/2/11,25,Fenced,Roots,3.3641,41.53
E245,2011,8/2/11,33,Fenced,Roots,2.7644,34.13
E245,2011,8/2/11,5,AllPesticides,Roots,4.8958,60.44
E245,2011,8/2/11,7,AllPesticides,Roots,5.2259,64.52
E245,2011,8/2/11,13,AllPesticides,Roots,4.4076,54.41
E245,2011,8/2/11,23,AllPesticides,Roots,10.2245,126.23
E245,2011,8/2/11,18,Fenced,Roots,5.8552,72.29
E245,2011,8/2/11,28,AllPesticides,Roots,4.3484,53.68
E245,2011,8/2/11,12,Fenced,Roots,5.6396,69.62
E245,2011,8/2/11,6,Fenced,Roots,3.0258,37.36
E245,2011,8/2/11,34,AllPesticides,Roots,4.4029,54.36
E245,2011,8/2/11,41,AllPesticides,Roots,5.7166,70.58
E245,2011,8/2/11,44,AllPesticides,Roots,3.2261,39.83
E245,2011,8/2/11,21,Fenced,Roots,5.0946,62.9
E245,2011,8/2/11,32,Control,Roots,4.6398,57.28
E245,2011,8/2/11,35,Insecticide,Roots,6.2212,76.8
E245,2011,8/2/11,30,Insecticide,Roots,3.3204,40.99
E245,2011,8/2/11,2,Control,Roots,4.1276,50.96
E245,2011,8/2/11,8,Control,Roots,2.5724,31.76
E245,2011,8/2/11,14,Control,Roots,3.7769,46.63
E245,2011,8/2/11,31,SoilDrenchFungicide,Roots,3.5517,43.85
E245,2011,8/2/11,29,Control,Roots,2.6741,33.01
E245,2011,8/2/11,3,FoliarFungicide,Roots,4.7399,58.52
E245,2011,8/2/11,37,Control,Roots,5.9346,73.27
E245,2011,8/2/11,47,Control,Roots,6.2043,76.6
E245,2011,8/2/11,19,Insecticide,Roots,6.1772,76.26
E245,2011,8/2/11,16,Insecticide,Roots,4.4321,54.72
E245,2011,8/2/11,9,Insecticide,Roots,3.4731,42.88
E245,2011,8/2/11,1,Insecticide,Roots,2.864,35.36
E245,2011,8/2/11,24,Control,Roots,2.6265,32.43
E245,2011,8/2/11,17,SoilDrenchFungicide,Roots,5.3799,66.42
E245,2011,8/2/11,39,FoliarFungicide,Roots,6.2951,77.72
E245,2011,8/2/11,36,FoliarFungicide,Roots,1.7344,21.41
E245,2011,8/2/11,26,FoliarFungicide,Roots,6.5418,80.76
E245,2011,8/2/11,46,SoilDrenchFungicide,Roots,5.3999,66.67
E245,2011,8/2/11,42,SoilDrenchFungicide,Roots,6.6569,82.18
E245,2011,8/2/11,43,Fenced,Roots,4.3863,54.15
E245,2011,8/2/11,40,Insecticide,Roots,3.539,43.69
E245,2011,8/2/11,20,SoilDrenchFungicide,Roots,4.7878,59.11
E245,2011,8/2/11,45,Insecticide,Roots,8.7949,108.58
E245,2011,8/2/11,11,SoilDrenchFungicide,Roots,7.3141,90.3
E245,2011,8/2/11,4,SoilDrenchFungicide,Roots,4.873,60.16
E245,2011,8/2/11,22,FoliarFungicide,Roots,4.9667,61.32
E245,2011,8/2/11,15,FoliarFungicide,Roots,4.2178,52.07
E245,2011,8/2/11,10,FoliarFungicide,Roots,6.7847,83.76
E245,2011,8/2/11,48,FoliarFungicide,Roots,6.6922,82.62
E245,2011,8/2/11,27,SoilDrenchFungicide,Roots,6.3629,78.55
E244,2012,9/7/12,1,AllPesticides,Roots,5.44,894.74
E244,2012,9/7/12,2,Insecticide,Roots,4.21,692.43
E244,2012,9/7/12,3,Control,Roots,2.03,333.88
E244,2012,9/7/12,4,SoilDrenchFungicide,Roots,1.85,304.28
E244,2012,9/7/12,5,FoliarFungicide,Roots,2.43,399.67
E244,2012,9/7/12,6,FoliarFungicide,Roots,8.92,1467.11
E244,2012,9/7/12,7,Insecticide,Roots,5.75,945.72
E244,2012,9/7/12,8,AllPesticides,Roots,6.04,993.42
E244,2012,9/7/12,9,Control,Roots,4.29,705.59
E244,2012,9/7/12,10,SoilDrenchFungicide,Roots,5.58,917.76
E244,2012,9/7/12,11,SoilDrenchFungicide,Roots,0.48,78.95
E244,2012,9/7/12,12,AllPesticides,Roots,1.72,282.89
E244,2012,9/7/12,13,FoliarFungicide,Roots,1.36,223.68
E244,2012,9/7/12,14,Insecticide,Roots,0.61,100.33
E244,2012,9/7/12,15,Control,Roots,0.42,69.08
E244,2012,9/7/12,16,FoliarFungicide,Roots,11.46,1884.87
E244,2012,9/7/12,17,Control,Roots,9.84,1618.42
E244,2012,9/7/12,18,SoilDrenchFungicide,Roots,13.16,2164.47
E244,2012,9/7/12,19,Insecticide,Roots,6.37,1047.7
E244,2012,9/7/12,20,AllPesticides,Roots,10.6,1743.42
E244,2012,9/7/12,21,FoliarFungicide,Roots,5.57,916.12
E244,2012,9/7/12,22,SoilDrenchFungicide,Roots,8.56,1407.89
E244,2012,9/7/12,23,AllPesticides,Roots,7.46,1226.97
E244,2012,9/7/12,24,Control,Roots,12.09,1988.49
E244,2012,9/7/12,25,Insecticide,Roots,14.93,2455.59
E244,2012,9/7/12,26,AllPesticides,Roots,5.91,972.04
E244,2012,9/7/12,27,SoilDrenchFungicide,Roots,6.08,1000
E244,2012,9/7/12,28,Insecticide,Roots,3.31,544.41
E244,2012,9/7/12,29,Control,Roots,1.57,258.22
E244,2012,9/7/12,30,FoliarFungicide,Roots,4.88,802.63
E244,2012,9/7/12,31,SoilDrenchFungicide,Roots,8.78,1444.08
E244,2012,9/7/12,32,Control,Roots,6.46,1062.5
E244,2012,9/7/12,33,FoliarFungicide,Roots,7.61,1251.64
E244,2012,9/7/12,34,AllPesticides,Roots,7.03,1156.25
E244,2012,9/7/12,35,Insecticide,Roots,6.19,1018.09
E244,2012,9/7/12,36,AllPesticides,Roots,9.84,1618.42
E244,2012,9/7/12,37,Control,Roots,4.36,717.11
E244,2012,9/7/12,38,SoilDrenchFungicide,Roots,5.42,891.45
E244,2012,9/7/12,39,Insecticide,Roots,10.83,1781.25
E244,2012,9/7/12,40,FoliarFungicide,Roots,7.42,1220.39
E244,2012,9/7/12,41,Insecticide,Roots,5.37,883.22
E244,2012,9/7/12,42,AllPesticides,Roots,5.71,939.14
E244,2012,9/7/12,43,FoliarFungicide,Roots,4.14,680.92
E244,2012,9/7/12,44,Control,Roots,2.9,476.97
E244,2012,9/7/12,45,SoilDrenchFungicide,Roots,2.22,365.13
E244,2012,9/7/12,46,SoilDrenchFungicide,Roots,9.36,1539.47
E244,2012,9/7/12,47,Control,Roots,6.24,1026.32
E244,2012,9/7/12,48,Insecticide,Roots,12.77,2100.33
E244,2012,9/7/12,49,FoliarFungicide,Roots,7.14,1174.34
E244,2012,9/7/12,50,AllPesticides,Roots,10.27,1689.14
E244,2012,9/7/12,51,Control,Roots,5.8,953.95
E244,2012,9/7/12,52,SoilDrenchFungicide,Roots,4.91,807.57
E244,2012,9/7/12,53,FoliarFungicide,Roots,2.84,467.11
E244,2012,9/7/12,54,Insecticide,Roots,4.48,736.84
E244,2012,9/7/12,55,AllPesticides,Roots,7.68,1263.16
E244,2012,9/7/12,56,FoliarFungicide,Roots,3.17,521.38
E244,2012,9/7/12,57,Insecticide,Roots,2.91,478.62
E244,2012,9/7/12,58,SoilDrenchFungicide,Roots,4.23,695.72
E244,2012,9/7/12,59,Control,Roots,1.47,241.78
E244,2012,9/7/12,60,AllPesticides,Roots,3.96,651.32
E244,2012,9/7/12,61,Insecticide,Roots,8.41,1383.22
E244,2012,9/7/12,62,FoliarFungicide,Roots,1.45,238.49
E244,2012,9/7/12,63,SoilDrenchFungicide,Roots,14.25,2343.75
E244,2012,9/7/12,64,Control,Roots,0.96,157.89
E244,2012,9/7/12,65,AllPesticides,Roots,4.67,768.09
E244,2012,9/7/12,66,SoilDrenchFungicide,Roots,20.82,3424.34
E244,2012,9/7/12,67,AllPesticides,Roots,4.47,735.2
E244,2012,9/7/12,68,Insecticide,Roots,11.78,1937.5
E244,2012,9/7/12,69,Control,Roots,3.75,616.78
E244,2012,9/7/12,70,FoliarFungicide,Roots,3.57,587.17
E244,2012,9/7/12,71,SoilDrenchFungicide,Roots,7.87,1294.41
E244,2012,9/7/12,72,FoliarFungicide,Roots,4.68,769.74
E244,2012,9/7/12,73,AllPesticides,Roots,9.62,1582.24
E244,2012,9/7/12,74,Insecticide,Roots,7.19,1182.57
E244,2012,9/7/12,75,Control,Roots,1.99,327.3
E244,2012,9/7/12,76,FoliarFungicide,Roots,12.18,2003.29
E244,2012,9/7/12,77,Insecticide,Roots,11.43,1879.93
E244,2012,9/7/12,78,Control,Roots,14.01,2304.28
E244,2012,9/7/12,79,AllPesticides,Roots,9.5,1562.5
E244,2012,9/7/12,80,SoilDrenchFungicide,Roots,10.26,1687.5
E244,2012,9/7/12,81,Insecticide,Roots,6.58,1082.24
E244,2012,9/7/12,82,Control,Roots,3.24,532.89
E244,2012,9/7/12,83,SoilDrenchFungicide,Roots,3.43,564.14
E244,2012,9/7/12,84,AllPesticides,Roots,6.83,1123.36
E244,2012,9/7/12,85,FoliarFungicide,Roots,8.46,1391.45
E244,2012,9/7/12,86,Insecticide,Roots,2.94,483.55
E244,2012,9/7/12,87,Control,Roots,0.88,144.74
E244,2012,9/7/12,88,FoliarFungicide,Roots,0.84,138.16
E244,2012,9/7/12,89,SoilDrenchFungicide,Roots,0.5,82.24
E244,2012,9/7/12,90,AllPesticides,Roots,0.94,154.61
E244,2012,9/7/12,91,Insecticide,Roots,11.94,1963.82
E244,2012,9/7/12,92,SoilDrenchFungicide,Roots,7.64,1256.58
E244,2012,9/7/12,93,Control,Roots,6.07,998.36
E244,2012,9/7/12,94,FoliarFungicide,Roots,3.07,504.93
E244,2012,9/7/12,95,AllPesticides,Roots,4.2,690.79
E244,2012,9/7/12,96,AllPesticides,Roots,4.25,699.01
E244,2012,9/7/12,97,Insecticide,Roots,1.62,266.45
E244,2012,9/7/12,98,Control,Roots,1.78,292.76
E244,2012,9/7/12,99,FoliarFungicide,Roots,3.29,541.12
E244,2012,9/7/12,100,SoilDrenchFungicide,Roots,1.84,302.63
E244,2012,9/7/12,101,SoilDrenchFungicide,Roots,2.24,368.42
E244,2012,9/7/12,102,AllPesticides,Roots,6.54,1075.66
E244,2012,9/7/12,103,FoliarFungicide,Roots,8.66,1424.34
E244,2012,9/7/12,104,Control,Roots,2.89,475.33
E244,2012,9/7/12,105,Insecticide,Roots,3.49,574.01
E244,2012,9/7/12,106,SoilDrenchFungicide,Roots,0.75,123.36
E244,2012,9/7/12,107,Control,Roots,0.66,108.55
E244,2012,9/7/12,108,Insecticide,Roots,2.1,345.39
E244,2012,9/7/12,109,AllPesticides,Roots,0.95,156.25
E244,2012,9/7/12,110,FoliarFungicide,Roots,1.11,182.57
E244,2012,9/7/12,111,FoliarFungicide,Roots,7.88,1296.05
E244,2012,9/7/12,112,SoilDrenchFungicide,Roots,2.24,368.42
E244,2012,9/7/12,113,AllPesticides,Roots,7.39,1215.46
E244,2012,9/7/12,114,Control,Roots,7.58,1246.71
E244,2012,9/7/12,115,Insecticide,Roots,9.19,1511.51
E244,2012,9/7/12,116,SoilDrenchFungicide,Roots,7.73,1271.38
E244,2012,9/7/12,117,FoliarFungicide,Roots,7.33,1205.59
E244,2012,9/7/12,118,Control,Roots,3.92,644.74
E244,2012,9/7/12,119,AllPesticides,Roots,13.37,2199.01
E244,2012,9/7/12,120,Insecticide,Roots,5.09,837.17
E244,2012,9/7/12,121,SoilDrenchFungicide,Roots,3.22,529.61
E244,2012,9/7/12,122,FoliarFungicide,Roots,1.2,197.37
E244,2012,9/7/12,123,Control,Roots,1.66,273.03
E244,2012,9/7/12,124,Insecticide,Roots,1.74,286.18
E244,2012,9/7/12,125,AllPesticides,Roots,2.12,348.68
E244,2012,9/7/12,126,Control,Roots,4.67,768.09
E244,2012,9/7/12,127,AllPesticides,Roots,8.51,1399.67
E244,2012,9/7/12,128,SoilDrenchFungicide,Roots,5.45,896.38
E244,2012,9/7/12,129,FoliarFungicide,Roots,6.31,1037.83
E244,2012,9/7/12,130,Insecticide,Roots,8.34,1371.71
E244,2012,9/7/12,131,AllPesticides,Roots,1.66,273.03
E244,2012,9/7/12,132,Control,Roots,2.26,371.71
E244,2012,9/7/12,133,Insecticide,Roots,1.39,228.62
E244,2012,9/7/12,134,FoliarFungicide,Roots,1.38,226.97
E244,2012,9/7/12,135,SoilDrenchFungicide,Roots,3.31,544.41
E244,2012,9/7/12,136,AllPesticides,Roots,10.84,1782.89
E244,2012,9/7/12,137,Insecticide,Roots,6.64,1092.11
E244,2012,9/7/12,138,Control,Roots,6.37,1047.7
E244,2012,9/7/12,139,SoilDrenchFungicide,Roots,7.99,1314.14
E244,2012,9/7/12,140,FoliarFungicide,Roots,9.71,1597.04
E244,2012,9/7/12,141,FoliarFungicide,Roots,1.36,223.68
E244,2012,9/7/12,142,Control,Roots,1.87,307.57
E244,2012,9/7/12,143,SoilDrenchFungicide,Roots,1.53,251.64
E244,2012,9/7/12,144,Insecticide,Roots,2.92,480.26
E244,2012,9/7/12,145,AllPesticides,Roots,4.33,712.17
E244,2012,9/7/12,146,Insecticide,Roots,4.34,713.82
E244,2012,9/7/12,147,AllPesticides,Roots,2.68,440.79
E244,2012,9/7/12,148,Control,Roots,3.45,567.43
E244,2012,9/7/12,149,FoliarFungicide,Roots,3.74,615.13
E244,2012,9/7/12,150,SoilDrenchFungicide,Roots,3.16,519.74
E244,2012,9/7/12,151,AllPesticides,Roots,3.66,601.97
E244,2012,9/7/12,152,FoliarFungicide,Roots,5.87,965.46
E244,2012,9/7/12,153,SoilDrenchFungicide,Roots,3.33,547.7
E244,2012,9/7/12,154,Control,Roots,5.79,952.3
E244,2012,9/7/12,155,Insecticide,Roots,3.47,570.72
E244,2012,9/7/12,156,AllPesticides,Roots,3.53,580.59
E244,2012,9/7/12,157,FoliarFungicide,Roots,1.34,220.39
E244,2012,9/7/12,158,Control,Roots,2.49,409.54
E244,2012,9/7/12,159,Insecticide,Roots,2.69,442.43
E244,2012,9/7/12,160,SoilDrenchFungicide,Roots,1.3,213.82
E244,2012,9/7/12,161,AllPesticides,Roots,1.99,327.3
E244,2012,9/7/12,162,Insecticide,Roots,7.5,1233.55
E244,2012,9/7/12,163,FoliarFungicide,Roots,2.23,366.78
E244,2012,9/7/12,164,SoilDrenchFungicide,Roots,4.39,722.04
E244,2012,9/7/12,165,Control,Roots,3.24,532.89
E244,2012,9/7/12,166,AllPesticides,Roots,9.29,1527.96
E244,2012,9/7/12,167,Control,Roots,9.4,1546.05
E244,2012,9/7/12,168,FoliarFungicide,Roots,5.29,870.07
E244,2012,9/7/12,169,SoilDrenchFungicide,Roots,6.58,1082.24
E244,2012,9/7/12,170,Insecticide,Roots,16.23,2669.41
E244,2012,9/7/12,171,Insecticide,Roots,13.89,2284.54
E244,2012,9/7/12,172,Control,Roots,9.88,1625
E244,2012,9/7/12,173,AllPesticides,Roots,7.64,1256.58
E244,2012,9/7/12,174,SoilDrenchFungicide,Roots,4.8,789.47
E244,2012,9/7/12,175,FoliarFungicide,Roots,6.95,1143.09
E244,2012,9/7/12,176,Control,Roots,3.58,588.82
E244,2012,9/7/12,177,FoliarFungicide,Roots,10.9,1792.76
E244,2012,9/7/12,179,Insecticide,Roots,6.37,1047.7
E244,2012,9/7/12,180,AllPesticides,Roots,10.45,1718.75
E244,2012,9/7/12,181,Insecticide,Roots,1.92,315.79
E244,2012,9/7/12,182,FoliarFungicide,Roots,1.79,294.41
E244,2012,9/7/12,183,AllPesticides,Roots,2.43,399.67
E244,2012,9/7/12,184,Control,Roots,0.63,103.62
E244,2012,9/7/12,185,SoilDrenchFungicide,Roots,1.19,195.72
E244,2012,9/7/12,186,Insecticide,Roots,7.8,1282.89
E244,2012,9/7/12,187,FoliarFungicide,Roots,1.8,296.05
E244,2012,9/7/12,188,AllPesticides,Roots,3.89,639.8
E244,2012,9/7/12,189,SoilDrenchFungicide,Roots,9.2,1513.16
E244,2012,9/7/12,190,Control,Roots,10.29,1692.43
E244,2012,9/7/12,191,FoliarFungicide,Roots,15.53,2554.28
E244,2012,9/7/12,192,SoilDrenchFungicide,Roots,5.5,904.61
E244,2012,9/7/12,193,Control,Roots,3.81,626.64
E244,2012,9/7/12,194,AllPesticides,Roots,8.42,1384.87
E244,2012,9/7/12,195,Insecticide,Roots,5.75,945.72
E244,2012,9/7/12,196,SoilDrenchFungicide,Roots,1.28,210.53
E244,2012,9/7/12,197,Insecticide,Roots,1.75,287.83
E244,2012,9/7/12,198,AllPesticides,Roots,10.06,1654.61
E244,2012,9/7/12,199,FoliarFungicide,Roots,2.13,350.33
E244,2012,9/7/12,200,Control,Roots,2.83,465.46
E244,2012,9/7/12,201,FoliarFungicide,Roots,2.15,353.62
E244,2012,9/7/12,202,AllPesticides,Roots,1.11,182.57
E244,2012,9/7/12,203,Control,Roots,1.06,174.34
E244,2012,9/7/12,204,SoilDrenchFungicide,Roots,0.48,78.95
E244,2012,9/7/12,205,Insecticide,Roots,4.19,689.14
E245,2012,9/7/12,1,Insecticide,Roots,6.22,766.95
E245,2012,9/7/12,2,Control,Roots,3.83,472.26
E245,2012,9/7/12,3,FoliarFungicide,Roots,4.67,575.83
E245,2012,9/7/12,4,SoilDrenchFungicide,Roots,2.76,340.32
E245,2012,9/7/12,5,AllPesticides,Roots,5.07,625.15
E245,2012,9/7/12,6,Fenced,Roots,5.71,704.07
E245,2012,9/7/12,7,AllPesticides,Roots,2.44,300.86
E245,2012,9/7/12,8,Control,Roots,2.05,252.77
E245,2012,9/7/12,9,Insecticide,Roots,3.07,378.55
E245,2012,9/7/12,10,FoliarFungicide,Roots,4.84,596.79
E245,2012,9/7/12,11,SoilDrenchFungicide,Roots,2.06,254.01
E245,2012,9/7/12,12,Fenced,Roots,3.45,425.4
E245,2012,9/7/12,13,AllPesticides,Roots,3.15,388.41
E245,2012,9/7/12,14,Control,Roots,4.25,524.04
E245,2012,9/7/12,15,FoliarFungicide,Roots,5.33,657.21
E245,2012,9/7/12,16,Insecticide,Roots,6.47,797.78
E245,2012,9/7/12,17,SoilDrenchFungicide,Roots,2.68,330.46
E245,2012,9/7/12,18,Fenced,Roots,5.09,627.62
E245,2012,9/7/12,19,Insecticide,Roots,3.54,436.5
E245,2012,9/7/12,20,SoilDrenchFungicide,Roots,3.69,454.99
E245,2012,9/7/12,21,Fenced,Roots,4.01,494.45
E245,2012,9/7/12,22,FoliarFungicide,Roots,5.42,668.31
E245,2012,9/7/12,23,AllPesticides,Roots,6.96,858.2
E245,2012,9/7/12,24,Control,Roots,3.69,454.99
E245,2012,9/7/12,25,Fenced,Roots,5.35,659.68
E245,2012,9/7/12,26,FoliarFungicide,Roots,4.25,524.04
E245,2012,9/7/12,27,SoilDrenchFungicide,Roots,2.94,362.52
E245,2012,9/7/12,28,AllPesticides,Roots,5.58,688.04
E245,2012,9/7/12,29,Control,Roots,3.99,491.99
E245,2012,9/7/12,30,Insecticide,Roots,7.3,900.12
E245,2012,9/7/12,31,SoilDrenchFungicide,Roots,3.05,376.08
E245,2012,9/7/12,32,Control,Roots,1.87,230.58
E245,2012,9/7/12,33,Fenced,Roots,5.73,706.54
E245,2012,9/7/12,34,AllPesticides,Roots,4.36,537.61
E245,2012,9/7/12,35,Insecticide,Roots,4.28,527.74
E245,2012,9/7/12,36,FoliarFungicide,Roots,1.81,223.18
E245,2012,9/7/12,37,Control,Roots,3.61,445.13
E245,2012,9/7/12,38,Fenced,Roots,5.81,716.4
E245,2012,9/7/12,39,FoliarFungicide,Roots,5.38,663.38
E245,2012,9/7/12,40,Insecticide,Roots,3.9,480.89
E245,2012,9/7/12,41,AllPesticides,Roots,8.22,1013.56
E245,2012,9/7/12,42,SoilDrenchFungicide,Roots,4.72,582
E245,2012,9/7/12,43,Fenced,Roots,5.13,632.55
E245,2012,9/7/12,44,AllPesticides,Roots,5.65,696.67
E245,2012,9/7/12,45,Insecticide,Roots,3.62,446.36
E245,2012,9/7/12,46,SoilDrenchFungicide,Roots,7.07,871.76
E245,2012,9/7/12,47,Control,Roots,5.2,641.18
E245,2012,9/7/12,48,FoliarFungicide,Roots,3.94,485.82
