Exp,Year,Plot,Treatment,Date,Species,Percent Cover
E244,2009,54,Insecticide,23-Jun-09, Lychnis alba                    ,2
E244,2009,54,Insecticide,23-Jun-09, Miscellaneous litter            ,10
E244,2009,54,Insecticide,12-Aug-09, Miscellaneous litter            ,15
E244,2009,54,Insecticide,23-Jun-09, Poa pratensis                   ,15
E244,2009,54,Insecticide,12-Aug-09, Poa pratensis                   ,15
E244,2009,55,AllPesticides,23-Jun-09, Agropyron repens                ,8
E244,2009,55,AllPesticides,12-Aug-09, Agropyron repens                ,8
E244,2009,55,AllPesticides,23-Jun-09, Amorpha canescens               ,20
E244,2009,55,AllPesticides,12-Aug-09, Amorpha canescens               ,25
E244,2009,55,AllPesticides,23-Jun-09, Bare ground                     ,16
E244,2009,55,AllPesticides,12-Aug-09, Bare ground                     ,20
E244,2009,55,AllPesticides,23-Jun-09, Berteroa incana                 ,3
E244,2009,55,AllPesticides,12-Aug-09, Berteroa incana                 ,3
E244,2009,55,AllPesticides,23-Jun-09, Crepis tectorum                 ,3
E244,2009,55,AllPesticides,12-Aug-09, Crepis tectorum                 ,3
E244,2009,55,AllPesticides,23-Jun-09, Lupinus perennis                ,25
E244,2009,55,AllPesticides,12-Aug-09, Lupinus perennis                ,10
E244,2009,55,AllPesticides,23-Jun-09, Miscellaneous litter            ,20
E244,2009,55,AllPesticides,12-Aug-09, Miscellaneous litter            ,26
E244,2009,55,AllPesticides,23-Jun-09, Poa pratensis                   ,5
E244,2009,55,AllPesticides,12-Aug-09, Poa pratensis                   ,5
E244,2009,56,FoliarFungicide,23-Jun-09, Bare ground                     ,40
E244,2009,56,FoliarFungicide,12-Aug-09, Bare ground                     ,40
E244,2009,56,FoliarFungicide,23-Jun-09, Koeleria cristata               ,20
E244,2009,56,FoliarFungicide,12-Aug-09, Koeleria cristata               ,20
E244,2009,56,FoliarFungicide,23-Jun-09, Lespedeza capitata              ,2
E244,2009,56,FoliarFungicide,12-Aug-09, Lespedeza capitata              ,2
E244,2009,56,FoliarFungicide,23-Jun-09, Liatris aspera                  ,20
E244,2009,56,FoliarFungicide,12-Aug-09, Liatris aspera                  ,18
E244,2009,56,FoliarFungicide,23-Jun-09, Miscellaneous herbs             ,10
E244,2009,56,FoliarFungicide,12-Aug-09, Miscellaneous herbs             ,10
E244,2009,56,FoliarFungicide,12-Aug-09, Panicum oligosanthes            ,2
E244,2009,56,FoliarFungicide,12-Aug-09, Schizachyrium scoparium         ,3
E244,2009,56,FoliarFungicide,23-Jun-09, Solidago rigida                 ,5
E244,2009,56,FoliarFungicide,12-Aug-09, Solidago rigida                 ,2
E244,2009,56,FoliarFungicide,23-Jun-09, Sorghastrum nutans              ,3
E244,2009,56,FoliarFungicide,12-Aug-09, Sorghastrum nutans              ,3
E244,2009,57,Insecticide,23-Jun-09, Achillea millefolium(lanulosa)  ,10
E244,2009,57,Insecticide,12-Aug-09, Achillea millefolium(lanulosa)  ,12
E244,2009,57,Insecticide,23-Jun-09, Bare ground                     ,32
E244,2009,57,Insecticide,12-Aug-09, Bare ground                     ,30
E244,2009,57,Insecticide,23-Jun-09, Berteroa incana                 ,5
E244,2009,57,Insecticide,12-Aug-09, Eragrostis spectabilis          ,5
E244,2009,57,Insecticide,23-Jun-09, Koeleria cristata               ,15
E244,2009,57,Insecticide,12-Aug-09, Koeleria cristata               ,15
E244,2009,57,Insecticide,23-Jun-09, Lespedeza capitata              ,5
E244,2009,57,Insecticide,12-Aug-09, Lespedeza capitata              ,5
E244,2009,57,Insecticide,23-Jun-09, Liatris aspera                  ,25
E244,2009,57,Insecticide,12-Aug-09, Liatris aspera                  ,25
E244,2009,57,Insecticide,23-Jun-09, Schizachyrium scoparium         ,8
E244,2009,57,Insecticide,12-Aug-09, Schizachyrium scoparium         ,8
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Achillea millefolium(lanulosa)  ,5
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Achillea millefolium(lanulosa)  ,5
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,25
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Bare ground                     ,25
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Berteroa incana                 ,5
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Berteroa incana                 ,5
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Cyperus sp.                     ,2
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,12
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Koeleria cristata               ,22
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Liatris aspera                  ,42
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Liatris aspera                  ,32
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Panicum oligosanthes            ,4
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Panicum oligosanthes            ,2
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,4
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Poa pratensis                   ,2
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Schizachyrium scoparium         ,2
E244,2009,58,SoilDrenchFungicide,23-Jun-09, Taraxicum officinalis           ,3
E244,2009,58,SoilDrenchFungicide,12-Aug-09, Taraxicum officinalis           ,3
E244,2009,59,Control,23-Jun-09, Achillea millefolium(lanulosa)  ,3
E244,2009,59,Control,12-Aug-09, Achillea millefolium(lanulosa)  ,3
E244,2009,59,Control,23-Jun-09, Andropogon gerardi              ,15
E244,2009,59,Control,12-Aug-09, Andropogon gerardi              ,15
E244,2009,59,Control,23-Jun-09, Bare ground                     ,24
E244,2009,59,Control,12-Aug-09, Bare ground                     ,18
E244,2009,59,Control,23-Jun-09, Bouteloua gracilis              ,7
E244,2009,59,Control,12-Aug-09, Bouteloua gracilis              ,7
E244,2009,59,Control,23-Jun-09, Koeleria cristata               ,10
E244,2009,59,Control,12-Aug-09, Koeleria cristata               ,10
E244,2009,59,Control,23-Jun-09, Liatris aspera                  ,17
E244,2009,59,Control,12-Aug-09, Liatris aspera                  ,17
E244,2009,59,Control,12-Aug-09, Panicum virgatum                ,3
E244,2009,59,Control,23-Jun-09, Physalis virginiana             ,5
E244,2009,59,Control,12-Aug-09, Physalis virginiana             ,5
E244,2009,59,Control,23-Jun-09, Schizachyrium scoparium         ,12
E244,2009,59,Control,12-Aug-09, Schizachyrium scoparium         ,15
E244,2009,59,Control,23-Jun-09, Sorghastrum nutans              ,7
E244,2009,59,Control,12-Aug-09, Sorghastrum nutans              ,7
E244,2009,60,AllPesticides,23-Jun-09, Achillea millefolium(lanulosa)  ,3
E244,2009,60,AllPesticides,12-Aug-09, Achillea millefolium(lanulosa)  ,3
E244,2009,60,AllPesticides,23-Jun-09, Bare ground                     ,19
E244,2009,60,AllPesticides,12-Aug-09, Bare ground                     ,19
E244,2009,60,AllPesticides,23-Jun-09, Berteroa incana                 ,2
E244,2009,60,AllPesticides,23-Jun-09, Bouteloua gracilis              ,4
E244,2009,60,AllPesticides,12-Aug-09, Bouteloua gracilis              ,4
E244,2009,60,AllPesticides,23-Jun-09, Koeleria cristata               ,17
E244,2009,60,AllPesticides,12-Aug-09, Koeleria cristata               ,15
E244,2009,60,AllPesticides,23-Jun-09, Liatris aspera                  ,3
E244,2009,60,AllPesticides,12-Aug-09, Liatris aspera                  ,3
E244,2009,60,AllPesticides,12-Aug-09, Panicum virgatum                ,9
E244,2009,60,AllPesticides,23-Jun-09, Sorghastrum nutans              ,45
E244,2009,60,AllPesticides,12-Aug-09, Sorghastrum nutans              ,45
E244,2009,60,AllPesticides,23-Jun-09, Taraxicum officinalis           ,7
E244,2009,60,AllPesticides,12-Aug-09, Taraxicum officinalis           ,2
E244,2009,61,Insecticide,23-Jun-09, Achillea millefolium(lanulosa)  ,4
E244,2009,61,Insecticide,23-Jun-09, Andropogon gerardi              ,2
E244,2009,61,Insecticide,23-Jun-09, Bare ground                     ,13
E244,2009,61,Insecticide,23-Jun-09, Berteroa incana                 ,4
E244,2009,61,Insecticide,23-Jun-09, Crepis tectorum                 ,10
E244,2009,61,Insecticide,23-Jun-09, Koeleria cristata               ,8
E244,2009,61,Insecticide,23-Jun-09, Liatris aspera                  ,12
E244,2009,61,Insecticide,23-Jun-09, Lupinus perennis                ,3
E244,2009,61,Insecticide,23-Jun-09, Miscellaneous herbs             ,20
E244,2009,61,Insecticide,23-Jun-09, Miscellaneous litter            ,6
E244,2009,61,Insecticide,23-Jun-09, Mosses & lichens                ,15
E244,2009,61,Insecticide,23-Jun-09, Schizachyrium scoparium         ,3
E244,2009,62,FoliarFungicide,23-Jun-09, Bare ground                     ,40
E244,2009,62,FoliarFungicide,23-Jun-09, Bouteloua gracilis              ,7
E244,2009,62,FoliarFungicide,23-Jun-09, Crepis tectorum                 ,11
E244,2009,62,FoliarFungicide,23-Jun-09, Liatris aspera                  ,8
E244,2009,62,FoliarFungicide,23-Jun-09, Lupinus perennis                ,5
E244,2009,62,FoliarFungicide,23-Jun-09, Miscellaneous herbs             ,11
E244,2009,62,FoliarFungicide,23-Jun-09, Mosses & lichens                ,8
E244,2009,62,FoliarFungicide,23-Jun-09, Poa pratensis                   ,8
E244,2009,62,FoliarFungicide,23-Jun-09, Solidago rigida                 ,1
E244,2009,62,FoliarFungicide,23-Jun-09, Taraxicum officinalis           ,1
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,58
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Hedeoma hispida                 ,6
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,4
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Lespedeza capitata              ,2
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Liatris aspera                  ,20
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Miscellaneous herbs             ,5
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Miscellaneous sp.               ,1
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Rumex acetosella                ,2
E244,2009,63,SoilDrenchFungicide,23-Jun-09, Taraxicum officinalis           ,2
E244,2009,64,Control,23-Jun-09, Bare ground                     ,22
E244,2009,64,Control,23-Jun-09, Crepis tectorum                 ,9
E244,2009,64,Control,23-Jun-09, Liatris aspera                  ,25
E244,2009,64,Control,23-Jun-09, Lupinus perennis                ,25
E244,2009,64,Control,23-Jun-09, Miscellaneous herbs             ,17
E244,2009,64,Control,23-Jun-09, Taraxicum officinalis           ,2
E244,2009,65,AllPesticides,23-Jun-09, Achillea millefolium(lanulosa)  ,10
E244,2009,65,AllPesticides,23-Jun-09, Bare ground                     ,19
E244,2009,65,AllPesticides,23-Jun-09, Bouteloua curtipendula          ,6
E244,2009,65,AllPesticides,23-Jun-09, Crepis tectorum                 ,5
E244,2009,65,AllPesticides,23-Jun-09, Koeleria cristata               ,30
E244,2009,65,AllPesticides,23-Jun-09, Liatris aspera                  ,20
E244,2009,65,AllPesticides,23-Jun-09, Miscellaneous herbs             ,7
E244,2009,65,AllPesticides,23-Jun-09, Taraxicum officinalis           ,3
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,55
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Fungi                           ,10
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,4
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Liatris aspera                  ,15
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,3
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Miscellaneous herbs             ,4
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Panicum virgatum                ,8
E244,2009,66,SoilDrenchFungicide,23-Jun-09, Taraxicum officinalis           ,1
E244,2009,67,AllPesticides,23-Jun-09, Bare ground                     ,41
E244,2009,67,AllPesticides,23-Jun-09, Fungi                           ,20
E244,2009,67,AllPesticides,23-Jun-09, Koeleria cristata               ,5
E244,2009,67,AllPesticides,23-Jun-09, Liatris aspera                  ,10
E244,2009,67,AllPesticides,23-Jun-09, Lupinus perennis                ,7
E244,2009,67,AllPesticides,23-Jun-09, Panicum virgatum                ,7
E244,2009,67,AllPesticides,23-Jun-09, Schizachyrium scoparium         ,10
E244,2009,68,Insecticide,23-Jun-09, Bare ground                     ,62
E244,2009,68,Insecticide,23-Jun-09, Liatris aspera                  ,10
E244,2009,68,Insecticide,23-Jun-09, Panicum virgatum                ,10
E244,2009,68,Insecticide,23-Jun-09, Poa pratensis                   ,10
E244,2009,68,Insecticide,23-Jun-09, Schizachyrium scoparium         ,5
E244,2009,68,Insecticide,23-Jun-09, Taraxicum officinalis           ,3
E244,2009,69,Control,23-Jun-09, Bare ground                     ,39
E244,2009,69,Control,23-Jun-09, Fungi                           ,20
E244,2009,69,Control,23-Jun-09, Koeleria cristata               ,10
E244,2009,69,Control,23-Jun-09, Liatris aspera                  ,15
E244,2009,69,Control,23-Jun-09, Panicum virgatum                ,5
E244,2009,69,Control,23-Jun-09, Poa pratensis                   ,3
E244,2009,69,Control,23-Jun-09, Schizachyrium scoparium         ,8
E244,2009,70,FoliarFungicide,23-Jun-09, Bare ground                     ,51
E244,2009,70,FoliarFungicide,23-Jun-09, Fungi                           ,10
E244,2009,70,FoliarFungicide,23-Jun-09, Koeleria cristata               ,2
E244,2009,70,FoliarFungicide,23-Jun-09, Liatris aspera                  ,20
E244,2009,70,FoliarFungicide,23-Jun-09, Lupinus perennis                ,10
E244,2009,70,FoliarFungicide,23-Jun-09, Panicum virgatum                ,5
E244,2009,70,FoliarFungicide,23-Jun-09, Poa pratensis                   ,2
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Achillea millefolium(lanulosa)  ,1
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,11
E244,2009,71,SoilDrenchFungicide,12-Aug-09, Andropogon gerardi              ,15
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,20
E244,2009,71,SoilDrenchFungicide,12-Aug-09, Bare ground                     ,20
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Bouteloua gracilis              ,8
E244,2009,71,SoilDrenchFungicide,12-Aug-09, Bouteloua gracilis              ,10
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,9
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Lespedeza capitata              ,15
E244,2009,71,SoilDrenchFungicide,12-Aug-09, Lespedeza capitata              ,11
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Petalostemum purpureum          ,28
E244,2009,71,SoilDrenchFungicide,12-Aug-09, Petalostemum purpureum          ,22
E244,2009,71,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,8
E244,2009,71,SoilDrenchFungicide,12-Aug-09, Poa pratensis                   ,12
E244,2009,71,SoilDrenchFungicide,12-Aug-09, Schizachyrium scoparium         ,10
E244,2009,72,FoliarFungicide,23-Jun-09, Andropogon gerardi              ,12
E244,2009,72,FoliarFungicide,12-Aug-09, Andropogon gerardi              ,15
E244,2009,72,FoliarFungicide,23-Jun-09, Bare ground                     ,19
E244,2009,72,FoliarFungicide,12-Aug-09, Bare ground                     ,10
E244,2009,72,FoliarFungicide,23-Jun-09, Bouteloua gracilis              ,15
E244,2009,72,FoliarFungicide,12-Aug-09, Bouteloua gracilis              ,15
E244,2009,72,FoliarFungicide,23-Jun-09, Lespedeza capitata              ,6
E244,2009,72,FoliarFungicide,12-Aug-09, Lespedeza capitata              ,5
E244,2009,72,FoliarFungicide,23-Jun-09, Petalostemum purpureum          ,40
E244,2009,72,FoliarFungicide,12-Aug-09, Petalostemum purpureum          ,47
E244,2009,72,FoliarFungicide,23-Jun-09, Sorghastrum nutans              ,8
E244,2009,72,FoliarFungicide,12-Aug-09, Sorghastrum nutans              ,8
E244,2009,73,AllPesticides,23-Jun-09, Achillea millefolium(lanulosa)  ,2
E244,2009,73,AllPesticides,23-Jun-09, Andropogon gerardi              ,30
E244,2009,73,AllPesticides,12-Aug-09, Andropogon gerardi              ,32
E244,2009,73,AllPesticides,23-Jun-09, Bare ground                     ,15
E244,2009,73,AllPesticides,12-Aug-09, Bare ground                     ,9
E244,2009,73,AllPesticides,23-Jun-09, Lespedeza capitata              ,3
E244,2009,73,AllPesticides,12-Aug-09, Lespedeza capitata              ,3
E244,2009,73,AllPesticides,23-Jun-09, Petalostemum purpureum          ,50
E244,2009,73,AllPesticides,12-Aug-09, Petalostemum purpureum          ,50
E244,2009,73,AllPesticides,12-Aug-09, Schizachyrium scoparium         ,6
E244,2009,74,Insecticide,23-Jun-09, Andropogon gerardi              ,15
E244,2009,74,Insecticide,12-Aug-09, Andropogon gerardi              ,22
E244,2009,74,Insecticide,23-Jun-09, Bare ground                     ,9
E244,2009,74,Insecticide,12-Aug-09, Bare ground                     ,9
E244,2009,74,Insecticide,12-Aug-09, Bouteloua gracilis              ,3
E244,2009,74,Insecticide,23-Jun-09, Koeleria cristata               ,6
E244,2009,74,Insecticide,23-Jun-09, Lespedeza capitata              ,7
E244,2009,74,Insecticide,12-Aug-09, Lespedeza capitata              ,5
E244,2009,74,Insecticide,23-Jun-09, Petalostemum purpureum          ,57
E244,2009,74,Insecticide,12-Aug-09, Petalostemum purpureum          ,57
E244,2009,74,Insecticide,23-Jun-09, Poa pratensis                   ,4
E244,2009,74,Insecticide,12-Aug-09, Poa pratensis                   ,4
E244,2009,74,Insecticide,23-Jun-09, Taraxicum officinalis           ,2
E244,2009,75,Control,23-Jun-09, Andropogon gerardi              ,23
E244,2009,75,Control,12-Aug-09, Andropogon gerardi              ,23
E244,2009,75,Control,23-Jun-09, Bare ground                     ,21
E244,2009,75,Control,12-Aug-09, Bare ground                     ,11
E244,2009,75,Control,12-Aug-09, Bouteloua gracilis              ,10
E244,2009,75,Control,23-Jun-09, Lespedeza capitata              ,6
E244,2009,75,Control,12-Aug-09, Lespedeza capitata              ,6
E244,2009,75,Control,23-Jun-09, Petalostemum purpureum          ,27
E244,2009,75,Control,12-Aug-09, Petalostemum purpureum          ,30
E244,2009,75,Control,23-Jun-09, Schizachyrium scoparium         ,20
E244,2009,75,Control,12-Aug-09, Schizachyrium scoparium         ,20
E244,2009,75,Control,23-Jun-09, Taraxicum officinalis           ,3
E244,2009,76,FoliarFungicide,23-Jun-09, Achillea millefolium(lanulosa)  ,2
E244,2009,76,FoliarFungicide,12-Aug-09, Achillea millefolium(lanulosa)  ,5
E244,2009,76,FoliarFungicide,23-Jun-09, Amorpha canescens               ,3
E244,2009,76,FoliarFungicide,12-Aug-09, Amorpha canescens               ,4
E244,2009,76,FoliarFungicide,23-Jun-09, Andropogon gerardi              ,40
E244,2009,76,FoliarFungicide,12-Aug-09, Andropogon gerardi              ,50
E244,2009,76,FoliarFungicide,23-Jun-09, Bare ground                     ,5
E244,2009,76,FoliarFungicide,12-Aug-09, Bare ground                     ,1
E244,2009,76,FoliarFungicide,23-Jun-09, Lupinus perennis                ,30
E244,2009,76,FoliarFungicide,12-Aug-09, Lupinus perennis                ,10
E244,2009,76,FoliarFungicide,23-Jun-09, Petalostemum purpureum          ,10
E244,2009,76,FoliarFungicide,12-Aug-09, Petalostemum purpureum          ,5
E244,2009,76,FoliarFungicide,23-Jun-09, Poa pratensis                   ,10
E244,2009,76,FoliarFungicide,12-Aug-09, Poa pratensis                   ,20
E244,2009,76,FoliarFungicide,12-Aug-09, Solidago rigida                 ,5
E244,2009,77,Insecticide,23-Jun-09, Achillea millefolium(lanulosa)  ,2
E244,2009,77,Insecticide,12-Aug-09, Achillea millefolium(lanulosa)  ,2
E244,2009,77,Insecticide,23-Jun-09, Amorpha canescens               ,8
E244,2009,77,Insecticide,12-Aug-09, Amorpha canescens               ,8
E244,2009,77,Insecticide,23-Jun-09, Andropogon gerardi              ,18
E244,2009,77,Insecticide,12-Aug-09, Andropogon gerardi              ,50
E244,2009,77,Insecticide,12-Aug-09, Bare ground                     ,5
E244,2009,77,Insecticide,23-Jun-09, Lespedeza capitata              ,1
E244,2009,77,Insecticide,12-Aug-09, Lespedeza capitata              ,2
E244,2009,77,Insecticide,23-Jun-09, Lupinus perennis                ,59
E244,2009,77,Insecticide,12-Aug-09, Lupinus perennis                ,8
E244,2009,77,Insecticide,23-Jun-09, Miscellaneous herbs             ,2
E244,2009,77,Insecticide,12-Aug-09, Miscellaneous herbs             ,2
E244,2009,77,Insecticide,12-Aug-09, Miscellaneous litter            ,3
E244,2009,77,Insecticide,23-Jun-09, Petalostemum purpureum          ,5
E244,2009,77,Insecticide,12-Aug-09, Petalostemum purpureum          ,15
E244,2009,77,Insecticide,23-Jun-09, Solidago rigida                 ,5
E244,2009,77,Insecticide,12-Aug-09, Solidago rigida                 ,5
E244,2009,78,Control,23-Jun-09, Achillea millefolium(lanulosa)  ,1
E244,2009,78,Control,12-Aug-09, Achillea millefolium(lanulosa)  ,4
E244,2009,78,Control,23-Jun-09, Amorpha canescens               ,4
E244,2009,78,Control,12-Aug-09, Amorpha canescens               ,4
E244,2009,78,Control,23-Jun-09, Andropogon gerardi              ,20
E244,2009,78,Control,12-Aug-09, Andropogon gerardi              ,80
E244,2009,78,Control,23-Jun-09, Asclepias tuberosa              ,1
E244,2009,78,Control,12-Aug-09, Asclepias tuberosa              ,1
E244,2009,78,Control,23-Jun-09, Lupinus perennis                ,70
E244,2009,78,Control,12-Aug-09, Lupinus perennis                ,5
E244,2009,78,Control,23-Jun-09, Petalostemum purpureum          ,4
E244,2009,78,Control,12-Aug-09, Petalostemum purpureum          ,2
E244,2009,78,Control,12-Aug-09, Poa pratensis                   ,4
E244,2009,79,AllPesticides,23-Jun-09, Andropogon gerardi              ,25
E244,2009,79,AllPesticides,12-Aug-09, Andropogon gerardi              ,79
E244,2009,79,AllPesticides,23-Jun-09, Lupinus perennis                ,60
E244,2009,79,AllPesticides,12-Aug-09, Lupinus perennis                ,6
E244,2009,79,AllPesticides,23-Jun-09, Monarda fistulosa               ,3
E244,2009,79,AllPesticides,12-Aug-09, Monarda fistulosa               ,3
E244,2009,79,AllPesticides,23-Jun-09, Petalostemum purpureum          ,5
E244,2009,79,AllPesticides,12-Aug-09, Petalostemum purpureum          ,5
E244,2009,79,AllPesticides,23-Jun-09, Poa pratensis                   ,5
E244,2009,79,AllPesticides,12-Aug-09, Poa pratensis                   ,5
E244,2009,79,AllPesticides,23-Jun-09, Solidago rigida                 ,2
E244,2009,79,AllPesticides,12-Aug-09, Solidago rigida                 ,2
E244,2009,80,SoilDrenchFungicide,23-Jun-09, Achillea millefolium(lanulosa)  ,2
E244,2009,80,SoilDrenchFungicide,12-Aug-09, Achillea millefolium(lanulosa)  ,2
E244,2009,80,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,20
E244,2009,80,SoilDrenchFungicide,12-Aug-09, Andropogon gerardi              ,78
E244,2009,80,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,70
E244,2009,80,SoilDrenchFungicide,12-Aug-09, Lupinus perennis                ,10
E244,2009,80,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,3
E244,2009,80,SoilDrenchFungicide,12-Aug-09, Poa pratensis                   ,3
E244,2009,80,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,3
E244,2009,80,SoilDrenchFungicide,12-Aug-09, Schizachyrium scoparium         ,5
E244,2009,80,SoilDrenchFungicide,23-Jun-09, Solidago gigantea               ,2
E244,2009,80,SoilDrenchFungicide,12-Aug-09, Solidago gigantea               ,2
E244,2009,81,Insecticide,12-Aug-09, Achillea millefolium(lanulosa)  ,2
E244,2009,81,Insecticide,23-Jun-09, Amorpha canescens               ,7
E244,2009,81,Insecticide,12-Aug-09, Amorpha canescens               ,7
E244,2009,81,Insecticide,23-Jun-09, Bare ground                     ,3
E244,2009,81,Insecticide,12-Aug-09, Bare ground                     ,3
E244,2009,81,Insecticide,23-Jun-09, Koeleria cristata               ,7
E244,2009,81,Insecticide,12-Aug-09, Koeleria cristata               ,5
E244,2009,81,Insecticide,23-Jun-09, Lupinus perennis                ,37
E244,2009,81,Insecticide,12-Aug-09, Lupinus perennis                ,37
E244,2009,81,Insecticide,23-Jun-09, Poa pratensis                   ,6
E244,2009,81,Insecticide,12-Aug-09, Poa pratensis                   ,6
E244,2009,81,Insecticide,23-Jun-09, Schizachyrium scoparium         ,40
E244,2009,81,Insecticide,12-Aug-09, Schizachyrium scoparium         ,40
E244,2009,82,Control,23-Jun-09, Bare ground                     ,24
E244,2009,82,Control,12-Aug-09, Bare ground                     ,14
E244,2009,82,Control,23-Jun-09, Lupinus perennis                ,25
E244,2009,82,Control,12-Aug-09, Lupinus perennis                ,25
E244,2009,82,Control,23-Jun-09, Petalostemum purpureum          ,25
E244,2009,82,Control,12-Aug-09, Petalostemum purpureum          ,25
E244,2009,82,Control,12-Aug-09, Poa pratensis                   ,10
E244,2009,82,Control,23-Jun-09, Schizachyrium scoparium         ,26
E244,2009,82,Control,12-Aug-09, Schizachyrium scoparium         ,26
E244,2009,83,SoilDrenchFungicide,12-Aug-09, Amorpha canescens               ,3
E244,2009,83,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,32
E244,2009,83,SoilDrenchFungicide,12-Aug-09, Andropogon gerardi              ,33
E244,2009,83,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,6
E244,2009,83,SoilDrenchFungicide,12-Aug-09, Bare ground                     ,6
E244,2009,83,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,7
E244,2009,83,SoilDrenchFungicide,12-Aug-09, Koeleria cristata               ,5
E244,2009,83,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,47
E244,2009,83,SoilDrenchFungicide,12-Aug-09, Lupinus perennis                ,45
E244,2009,83,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,8
E244,2009,83,SoilDrenchFungicide,12-Aug-09, Poa pratensis                   ,8
E244,2009,84,AllPesticides,23-Jun-09, Andropogon gerardi              ,2
E244,2009,84,AllPesticides,12-Aug-09, Andropogon gerardi              ,2
E244,2009,84,AllPesticides,23-Jun-09, Koeleria cristata               ,1
E244,2009,84,AllPesticides,23-Jun-09, Lupinus perennis                ,95
E244,2009,84,AllPesticides,12-Aug-09, Lupinus perennis                ,90
E244,2009,84,AllPesticides,23-Jun-09, Poa pratensis                   ,2
E244,2009,84,AllPesticides,12-Aug-09, Poa pratensis                   ,2
E244,2009,84,AllPesticides,12-Aug-09, Schizachyrium scoparium         ,6
E244,2009,85,FoliarFungicide,23-Jun-09, Andropogon gerardi              ,5
E244,2009,85,FoliarFungicide,12-Aug-09, Andropogon gerardi              ,9
E244,2009,85,FoliarFungicide,23-Jun-09, Lupinus perennis                ,90
E244,2009,85,FoliarFungicide,12-Aug-09, Lupinus perennis                ,86
E244,2009,85,FoliarFungicide,23-Jun-09, Poa pratensis                   ,2
E244,2009,85,FoliarFungicide,12-Aug-09, Poa pratensis                   ,2
E244,2009,85,FoliarFungicide,23-Jun-09, Schizachyrium scoparium         ,3
E244,2009,85,FoliarFungicide,12-Aug-09, Schizachyrium scoparium         ,3
E244,2009,86,Insecticide,23-Jun-09, Bare ground                     ,42
E244,2009,86,Insecticide,12-Aug-09, Bare ground                     ,61
E244,2009,86,Insecticide,23-Jun-09, Koeleria cristata               ,11
E244,2009,86,Insecticide,12-Aug-09, Koeleria cristata               ,11
E244,2009,86,Insecticide,23-Jun-09, Liatris aspera                  ,20
E244,2009,86,Insecticide,12-Aug-09, Liatris aspera                  ,20
E244,2009,86,Insecticide,23-Jun-09, Lupinus perennis                ,19
E244,2009,86,Insecticide,23-Jun-09, Miscellaneous litter            ,8
E244,2009,86,Insecticide,12-Aug-09, Miscellaneous litter            ,8
E244,2009,87,Control,23-Jun-09, Bare ground                     ,54
